Column1,Èý´ÓÐÖ-Èý´ÓµÜ,ÒåÄ¸-ÒåÅ®,ÒåÄ¸-Òå×Ó,Òå¸¸-ÒåÅ®,Òå¸¸-Òå×Ó,Ç×¼Ò-Ç×¼Ò,´Ó×æ¹Ã-´ÓÖ¶Ëï,´Ó×æÄ¸-´ÓËïÅ®,´Ó×æ¸¸-´ÓËïÅ®,´Ó×æ¸¸-´ÓËï×Ó,²®Ä¸-Ö¶Å®,²®Ä¸-Ö¶×Ó,²®¸¸-Ö¶Å®Ðö,²®¸¸-Ö¶Ï±,²®¸¸-Ö¶×Ó,ÐÖ-ÃÃ,ÐÖ-µÜ,¹«¹«-¶ùÏ±,ÑøÄ¸-ÑøÅ®,ÑøÄ¸-Ñø×Ó,Ñø¸¸-ÑøÅ®,Ñø¸¸-Ñø×Ó,ÔÙ´ÓÐÖ-ÔÙ´ÓµÜ,Êå-É©,ÊåÄ¸-Ö¶Å®,ÊåÄ¸-Ö¶×Ó,Êå¸¸-Ö¶Å®,Êå¸¸-Ö¶×Ó,Í¬Ä¸Òì¸¸ÐÖ-Í¬Ä¸Òì¸¸ÃÃ,Í¬Ä¸Òì¸¸ÐÖ-Í¬Ä¸Òì¸¸µÜ,Í¬Ä¸Òì¸¸½ã-Í¬Ä¸Òì¸¸ÃÃ,Í¬Ä¸Òì¸¸½ã-Í¬Ä¸Òì¸¸µÜ,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸ÃÃ,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸µÜ,Í¬¸¸ÒìÄ¸½ã-Í¬¸¸ÒìÄ¸ÃÃ,ÌÃ²®-ÌÃÖ¶,ÌÃÐÖ-ÌÃÃÃ,ÌÃÐÖ-ÌÃµÜ,ÌÃ½ã·ò-ÌÃÄÚµÜ,ÌÃ½ã-ÌÃÃÃ,ÌÃ½ã-ÌÃµÜ,ÌÃ×æÄ¸-ÌÃÖ¶Ëï,ÌÃ×æ¸¸-ÌÃÖ¶Ëï,ÍâÔø×æÄ¸-ÍâÔøËï,ÍâÔø×æ¸¸-ÍâÔøËï,Íâ×æÄ¸-ÍâËïÅ®,Íâ×æÄ¸-ÍâËï×Ó,Íâ×æ¸¸-ÍâËïÅ®,Íâ×æ¸¸-ÍâËï×Ó,·ò-ÆÞ,ÃÃ·ò-ÆÞ½ã,½ã·ò-ÃÃ·ò,½ã·ò-ÆÞµÜ,½ã-ÃÃ,½ã-µÜ,¹Ã-É©,¹ÃÄ¸-Ö¶Å®,¹ÃÄ¸-Ö¶×Ó,¹Ã¸¸-Ö¶×Ó,¹Ã±íÐÖ-¹Ã±íÃÃ,¹Ã±íÐÖ-¹Ã±íµÜ,¹Ã±í½ã-¹Ã±íÃÃ,¹Ã±í½ã-¹Ã±íµÜ,ÒÌÄ¸-ÍâÉû,ÒÌÄ¸-ÍâÉûÅ®,ÒÌ¸¸-ÍâÉû,ÒÌ±íÐÖ-ÒÌ±íÃÃ,ÒÌ±íÐÖ-ÒÌ±íµÜ,ÒÌ±í½ã-ÒÌ±íÃÃ,ÒÌ±í½ã-ÒÌ±íµÜ,ÆÅÆÅ-¶ùÏ±,ÔÀÄ¸-Å®Ðö,ÔÀ¸¸-Å®Ðö,¸ÉÂè-¸ÉÅ®¶ù,¸Éµù-¸É¶ù×Ó,Òì¸¸ÒìÄ¸ÐÖ-Òì¸¸ÒìÄ¸ÃÃ,Òì¸¸ÒìÄ¸½ã-Òì¸¸ÒìÄ¸ÃÃ,Òì¸¸ÒìÄ¸½ã-Òì¸¸ÒìÄ¸µÜ,µÜÏ±-²®,×å²®Êå-×åÖ¶,×å½ã-×åÃÃ,Ôø×æÄ¸-ÔøËïÅ®,Ôø×æÄ¸-ÔøËï×Ó,Ôø×æ¸¸-ÔøËïÅ®,Ôø×æ¸¸-ÔøËï×Ó,Ä¸-Å®,Ä¸-×Ó,¸¸-Å®,¸¸-×Ó,×æÏÈ-ºó´ú,×æÄ¸-ËïÅ®,×æÄ¸-Ëï×Ó,×æ¸¸-ËïÅ®,×æ¸¸-Ëï×Ó,¼ÌÐÖ-¼ÌÃÃ,¼ÌÐÖ-¼ÌµÜ,¼ÌÍâ×æÄ¸-¼ÌÍâËïÅ®,¼ÌÍâ×æ¸¸-¼ÌÍâËï×Ó,¼Ì½ã-¼ÌÃÃ,¼Ì½ã-¼ÌµÜ,¼ÌÄ¸-¼ÌÅ®,¼ÌÄ¸-¼Ì×Ó,¼Ì¸¸-¼ÌÅ®,¼Ì¸¸-¼Ì×Ó,¼Ì×æÄ¸-¼ÌËïÅ®,¼Ì×æÄ¸-¼ÌËï×Ó,¼Ì×æ¸¸-¼ÌËïÅ®,¼Ì×æ¸¸-¼ÌËï×Ó,¾Ë¹«-ÉûËï,¾ËÄ¸-ÍâÉû,¾ËÄ¸-ÍâÉûÅ®,¾Ë¸¸-ÍâÉû,¾Ë¸¸-ÍâÉûÅ®,¾Ë¸¸-ÉûÅ®Ðö,¾Ë±íÐÖ-¾Ë±íµÜ,¾Ë±í½ã-¾Ë±íÃÃ,¾Ë±í½ã-¾Ë±íµÜ,±íÐÖ-±íµÜ,±í½ã-±íÃÃ,±í½ã-±íµÜ,±íÉ©-±íÐ¡Êå,¸ß×æÄ¸-ÐþËï,¸ß×æ¸¸-ÐþËï
Í¬Ä¸Òì¸¸ÐÖ-Í¬Ä¸Òì¸¸µÜ,0.09490694,-0.161427435,0.425954342,0.625562572,0.590228438,-0.015864068,0.036452669,-0.363406143,-0.208049217,-0.213567672,-0.58260347,0.143754881,0.104263605,-0.218263322,0.450749268,-0.250623706,-0.111091677,0.333762651,-0.01566955,0.613745748,0.503714255,-0.376714122,0.607812675,-0.143944294,-0.333493986,0.337960559,-0.515173493,-0.329821833,0.549884021,1,0.621117007,0.534352175,0.695130216,0.035440341,0.585577346,-0.190869623,-0.441620494,0.324658261,-0.253795436,-0.683875036,0.489631799,0.049267685,-0.098809937,-0.656728505,-0.006727903,-0.570493848,-0.521984587,-0.405454733,-0.539535525,0.056925285,0.442930183,0.234812269,0.041504277,-0.289680573,0.062458613,-0.169680585,-0.631362055,0.031893729,0.462679231,0.328820983,0.641530946,-0.287647078,-0.192295364,-0.037161582,-0.542812275,-0.357261382,-0.304472299,0.095120267,-0.480373,0.159792104,0.463760841,0.522484513,0.668183872,-0.497045982,-0.566386573,-0.07360418,0.239042244,-0.335007043,0.188726579,-0.22708672,-0.231914174,-0.139989323,-0.321632084,-0.23063998,-0.34946695,-0.061259044,-0.089578063,0.082654062,-0.248144481,-0.308763625,-0.654325052,-0.385663611,-0.363501852,-0.627919116,0.724938442,-0.124270564,-0.416710561,0.365043506,0.37184904,0.680758716,0.375538097,0.67988535,0.632581804,0.606376672,0.091217853,0.349033041,0.418303003,-0.45703639,0.300183391,-0.097708672,-0.475589454,-0.07780674,-0.252965082,0.030703817,-0.103605499,-0.361659536,-0.325896069,-0.454189452,-0.593488683,0.010403775,-0.069058018,0.011804868,-0.566907794
Í¬Ä¸Òì¸¸½ã-Í¬Ä¸Òì¸¸ÃÃ,0.348911114,-0.255271134,0.167721915,0.474417336,0.307705813,-0.17905937,0.117510746,-0.348259222,-0.424572614,-0.204727959,-0.326373049,0.439834779,0.224585169,-0.014877871,0.09105952,-0.272802482,-0.106337,0.068073567,-0.080209036,0.705068961,0.344956465,-0.506342817,0.488213244,-0.20854759,-0.417298607,-0.053311627,-0.505062369,-0.223614514,0.677540669,0.621117007,1,0.630671144,0.753554374,-0.172679728,0.670051158,-0.068125361,-0.307746421,0.46140296,0.182844167,-0.382875466,0.124832362,-0.029861783,-0.491270542,-0.694673378,0.080415495,-0.483961872,-0.61552861,-0.405797004,-0.388631358,-0.206105347,0.527914649,0.408843692,-0.093860818,-0.275716354,-0.025290445,0.115543745,-0.477160218,-0.246164361,0.414441555,0.527309576,0.449254084,-0.306955534,-0.172722388,0.213294441,-0.541006178,-0.452553311,-0.421781483,0.327728403,-0.172476978,-0.033811705,0.24654296,0.459730073,0.335704046,-0.445204598,-0.219997183,0.153449835,0.258566556,-0.170378123,0.191857474,-0.092121834,0.084455594,-0.367717126,-0.303981926,-0.621835292,-0.737587013,-0.341158635,-0.130689617,-0.32807878,-0.550773102,-0.212275111,-0.60008657,-0.265530786,-0.277942341,-0.654270212,0.712948554,0.012528353,-0.26773706,0.503095376,0.550955743,0.435451023,0.243704095,0.697408501,0.36750456,0.264344791,0.258847217,0.418042721,0.536579822,-0.270914289,-0.100073019,-0.438379882,-0.226590292,-0.220183049,-0.199287873,0.103515165,0.046567169,-0.150320254,-0.040979531,-0.321660291,-0.40192039,-0.241020567,-0.186998811,0.114176163,-0.493200344
Í¬Ä¸Òì¸¸½ã-Í¬Ä¸Òì¸¸µÜ,0.172857261,-0.029185674,0.163191387,0.335873557,0.142103788,-0.114699163,0.152903318,-0.346949206,-0.421059162,-0.2078573,-0.181881427,0.144213947,0.140713015,-0.092706373,-0.003057508,-0.198085314,-0.089295671,-0.024095321,0.11192502,0.490082307,0.207559808,-0.253923506,0.509243737,-0.006447846,-0.505774335,-0.163970672,-0.44228269,-0.086733894,0.47398938,0.534352175,0.630671144,1,0.565183587,0.033317983,0.553958487,-0.157081102,-0.162498178,0.420131174,0.080525618,-0.16855666,0.134505886,-0.077610052,-0.145751698,-0.455421754,0.124032012,-0.385998178,-0.574559795,-0.35553141,-0.320446301,0.15094769,0.516299038,0.411178326,-0.100214541,-0.13169883,-0.007174285,0.148937194,-0.360995053,-0.269955854,0.105479972,0.295192533,0.323906411,-0.129552729,0.054603465,-0.022952707,-0.380464376,-0.441473429,-0.162228616,0.472558265,-0.086734763,0.027624285,0.053811625,0.281996038,0.208185778,-0.53242212,-0.132640138,0.055588524,0.220113825,-0.120717845,-0.053615107,-0.094164525,0.092783181,-0.219909756,-0.238195749,-0.538796491,-0.60578675,-0.263499665,-0.194122657,-0.310208924,-0.459655716,-0.18120618,-0.49784229,0.022438226,-0.250261958,-0.479603536,0.557069183,0.037555174,-0.264961534,0.094417289,0.432940207,0.297085711,0.072809491,0.381519558,0.171162775,-0.016898501,0.035249724,0.347266233,0.317770962,-0.287777679,-0.152202453,-0.083543666,-0.131843846,-0.164059953,-0.033033889,0.296593315,-0.067951848,-0.038817208,0.138455936,-0.102279531,-0.267033562,-0.176498323,-0.044245995,0.011957864,-0.372596393
Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸ÃÃ,0.14860432,-0.232136908,0.241038162,0.473967922,0.506707067,-0.112729022,-0.023932865,-0.145044692,-0.41556775,-0.20809049,-0.328251418,0.390541647,0.193595208,-0.034840204,0.09508387,-0.458778763,-0.140951148,0.22161222,0.010791034,0.837462311,0.437484553,-0.440164563,0.599622941,0.051052425,-0.483324293,0.073390902,-0.518957711,-0.436322383,0.559240614,0.695130216,0.753554374,0.565183587,1,-0.086047058,0.633923494,-0.189979332,-0.494211829,0.178661037,0.039560111,-0.524787051,0.187020681,0.00403249,-0.223532293,-0.695497573,-0.058406785,-0.509373336,-0.510116782,-0.48356049,-0.308822137,-0.133418847,0.453426422,0.392383703,-0.174525609,-0.286109412,-0.121457656,-0.154847968,-0.637004352,-0.223327934,0.529885947,0.437738577,0.512541748,-0.482140731,-0.086149724,0.166021031,-0.348933362,-0.519820626,-0.480231968,0.33122807,-0.21322777,-0.074078081,0.380031495,0.55553471,0.601118052,-0.525891228,-0.352542346,-0.09067174,0.049851153,-0.220035606,0.202506804,-0.168333167,-0.110151347,-0.424086067,-0.342669923,-0.401153097,-0.59044645,-0.341213303,-0.162940013,-0.133666451,-0.487613472,-0.308793329,-0.619948246,-0.226029045,-0.262078272,-0.76032697,0.781926889,-0.050267608,-0.048584612,0.485933564,0.477022719,0.57896259,0.459940681,0.810739314,0.535064897,0.486201864,0.197822443,0.665287519,0.546096241,-0.29349962,0.069150052,-0.340046813,-0.310745571,0.004711986,-0.231646725,0.022150607,-0.177988308,-0.174711869,-0.159994521,-0.476129114,-0.578073589,-0.260291135,-0.216205178,0.098804189,-0.54674648
Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸µÜ,-0.3463013,0.284999887,0.12090122,-0.009999925,0.128684452,0.691305255,-0.091965353,-0.29845605,-0.021147379,-0.05761679,-0.122958665,-0.35856418,-0.234307804,-0.212627209,0.132322664,0.081993084,0.251852269,-0.102145998,0.121809189,-0.230860921,0.048352258,-0.100560523,-0.020684887,0.24585114,-0.327947887,0.390092751,0.225071131,-0.234594686,-0.201609229,0.035440341,-0.172679728,0.033317983,-0.086047058,1,0.112756014,-0.086418889,0.353674924,-0.060372018,-0.252806684,0.316138568,0.27709752,-0.033955284,0.108287633,0.077706357,-0.196995664,0.275476106,-0.082382207,-0.093663458,-0.051774559,0.468334888,0.120441589,0.036246002,0.230048298,0.367693269,0.294527999,-0.339839152,-0.230345686,0.169225435,-0.036602991,-0.081317407,0.322755864,0.306551291,0.251393682,-0.377906689,0.022939957,0.075063217,0.521844724,-0.135849644,0.205861844,0.459041558,-0.212276213,-0.003142113,0.021585067,-0.351384968,-0.218537334,0.114049479,-0.049387333,0.295089293,0.003665737,-0.426383268,-0.169745231,0.029683138,-0.089840779,0.054515152,-0.192729531,0.094430066,-0.108209258,0.233564627,0.043437103,-0.439842073,-0.130525238,-0.111262048,-0.480587922,-0.113175699,0.162149359,0.576382542,-0.175233097,-0.296773148,0.225548513,0.148361382,0.080006544,-0.141387557,0.066327773,-0.124824082,-0.208169737,-0.190512188,-0.17218399,-0.207430628,0.016210959,0.135741191,-0.131379274,0.018783386,-0.217091249,0.008105395,0.259059278,0.040884373,0.065115586,0.497786087,0.034112372,0.312755916,0.707052003,-0.303125666,-0.137601283
Í¬¸¸ÒìÄ¸½ã-Í¬¸¸ÒìÄ¸ÃÃ,0.129635674,-0.179146635,0.221124629,0.57113861,0.337947937,0.01089866,0.135860172,-0.24984362,-0.312438841,-0.163248613,-0.451879587,0.097126966,0.025665047,-0.18099866,0.1100988,-0.15160803,-0.089190558,0.023481637,0.02283242,0.485768272,0.336743,-0.272446791,0.296951531,-0.05050947,-0.475096062,0.076272581,-0.410751011,-0.299380393,0.489794881,0.585577346,0.670051158,0.553958487,0.633923494,0.112756014,1,-0.192004672,-0.256920881,0.254952586,-0.114510308,-0.435266642,0.438897305,-0.090020982,-0.090253612,-0.457643421,-0.143913568,-0.403958532,-0.481270439,-0.283234754,-0.370393341,0.257366784,0.432232386,0.18316974,-0.07179633,-0.071043418,-0.147515044,0.075432416,-0.364307487,-0.027052787,0.249532744,0.40167902,0.389877143,-0.202210408,-0.105336052,-0.049621687,-0.32855647,-0.414404253,-0.203646629,0.266923387,-0.380703668,0.220267864,0.061061142,0.448628414,0.297160166,-0.373627506,-0.204500566,-0.048416889,0.148665143,-0.264919359,0.127334569,-0.264834126,0.039952896,-0.262843037,-0.341181483,-0.549024554,-0.610735666,-0.187152485,-0.185810579,-0.254082316,-0.312626502,-0.263471075,-0.567111942,-0.129874763,-0.420242071,-0.577618164,0.677409378,-0.038938027,-0.269311123,0.213194413,0.347269275,0.565769982,0.327690674,0.579883996,0.465257699,0.442569034,0.008695992,0.221957594,0.332325185,-0.265125631,0.028673726,-0.262279841,-0.356394483,0.040772474,-0.282393335,0.136310781,0.047353062,-0.153529492,-0.193112156,-0.256796967,-0.301342371,0.027939601,0.091615165,-0.018620424,-0.509409045
ÌÃ²®-ÌÃÖ¶,0.105381111,0.130382926,0.021089335,-0.021659317,-0.311117531,0.214580099,-0.110600644,-0.162485667,0.063066129,0.100376337,-0.083695499,-0.059683574,-0.181692093,-0.111782631,0.278900571,0.185884372,0.099596824,-0.271320482,-0.090893664,-0.205020309,-0.170647827,-0.225562899,-0.126484137,-0.008576945,0.407813878,-0.072742517,0.068987846,0.063765017,-0.026401442,-0.190869623,-0.068125361,-0.157081102,-0.189979332,-0.086418889,-0.192004672,1,0.263450556,0.198282642,0.248590292,0.2491693,0.050053708,-0.122434469,0.019838644,0.049917548,-0.048917383,0.151859374,0.150632677,0.341506583,0.208282693,-0.138514537,-0.07419131,0.071618335,-0.083904662,-0.046368201,-0.063668958,0.215520895,0.032612446,-0.242261642,0.014226713,-0.012926799,-0.1921931,-0.027342076,0.086869714,-0.099731559,0.069093229,0.128424787,0.260543531,-0.101987659,0.320288321,0.228175869,-0.063029278,-0.161979495,-0.079307852,0.262478367,0.152805088,0.043622697,0.135367968,0.237069282,0.176121226,-0.060862559,0.228321035,-0.202908086,-0.098681716,0.195276548,0.262146177,-0.140319187,-0.184365699,-0.014859663,0.024294727,0.139479201,0.029503956,-0.172289882,-0.150025428,0.007732376,-0.145723505,0.277729877,0.054306254,0.310550259,-0.119289153,-0.168431324,-0.032040544,-0.058685567,-0.011092501,-0.340555713,-0.160031682,-0.242216241,-0.116654827,-0.045535767,-0.168987217,0.118102973,-0.103410622,-0.225891125,-0.009509281,-0.190511488,0.248578945,0.166508265,-0.164946508,0.210126511,0.149092249,-0.027320248,0.145050135,-0.169101411,-0.041232764
ÌÃÐÖ-ÌÃÃÃ,-0.157080807,0.215238291,-0.207253703,-0.549290508,-0.233675358,0.473921512,-0.029181002,0.023727784,0.222628458,0.375804022,0.083476121,-0.430238241,-0.360343553,-0.139041349,-0.103382127,0.622991028,0.440129759,-0.378831249,0.182384285,-0.436627445,-0.466065036,0.257125459,-0.494765615,-0.028559932,-0.027237857,-0.216560395,0.649634946,0.060341534,-0.233613392,-0.441620494,-0.307746421,-0.162498178,-0.494211829,0.353674924,-0.256920881,0.263450556,1,0.037053381,-0.205040845,0.606735318,0.214347152,-0.209221694,0.009985191,0.487135339,0.092632566,0.74609849,0.472831986,0.170238575,0.266533638,0.348758072,-0.547687224,-0.399646126,-0.025991966,0.528037136,0.605651326,0.04364078,0.196648085,-0.177051763,-0.62504472,-0.509303423,-0.361090259,0.189620412,0.279927597,-0.354050563,0.218581865,0.353939177,0.78768354,-0.359427346,0.291104914,0.261925246,-0.507899042,-0.51617229,-0.597117047,-0.055860033,0.058177172,0.144958239,-0.101691076,0.363978687,-0.315864085,0.041588455,0.015837598,0.240245828,0.293112417,0.280795122,0.201044791,0.355014864,0.413131801,0.35442549,0.579196984,0.085321498,0.456057758,0.22292912,-0.1068312,0.487029276,-0.524226276,0.700771992,-0.061793613,-0.407450409,-0.117849248,-0.356061577,-0.238109891,-0.529553814,-0.493527984,-0.454369371,-0.534144264,-0.53602771,-0.596414457,0.086128149,-0.185728438,0.29575949,-0.056043594,-0.188952588,0.112925213,0.190217482,0.377097817,0.283883147,0.285775939,0.832974992,0.350981427,0.35841491,0.729368881,-0.466233097,0.142377149
ÌÃÐÖ-ÌÃµÜ,0.363476669,-0.177437636,-0.064186513,0.217924008,0.077977047,0.046660724,-0.031346335,-0.571390597,-0.232761269,0.194020277,-0.386418935,0.062647349,0.297249522,-0.135211687,0.311164189,0.028145891,-0.07335287,0.018928035,0.018213306,0.247181946,0.247861805,-0.507022753,0.373024569,-0.236637963,-0.019758634,-0.034847453,-0.391236464,0.163505419,0.547953946,0.324658261,0.46140296,0.420131174,0.178661037,-0.060372018,0.254952586,0.198282642,0.037053381,1,0.04867283,0.022686843,0.28742839,-0.218834358,-0.134749404,-0.378064213,-0.188612447,-0.186656042,-0.461108773,-0.063003003,-0.443009689,0.006331258,0.295243708,0.44615773,0.037988703,-0.192789207,0.135539549,0.455631091,-0.316941389,-0.053150599,0.275239573,0.283503594,0.445906311,0.054007949,0.102698359,-0.271736062,-0.472964914,-0.262240854,-0.17190446,0.357009298,0.093312559,0.205181302,-0.003231613,0.176511615,0.172866338,-0.329951611,0.095020649,-0.01467521,0.375737229,-0.258293937,0.187281064,-0.245598638,0.350180242,-0.192451303,-0.03204047,-0.352158056,-0.274671693,-0.279208037,-0.14949654,-0.191126958,-0.249305393,-0.051808886,-0.560136485,-0.308403088,-0.269982705,-0.147615396,0.357476482,0.192662181,-0.493717724,0.131272472,0.304121525,0.324562072,-0.247450687,0.268659497,0.080551294,0.123465291,-0.091521175,0.051792478,0.103494365,-0.313376504,0.048193018,-0.026392117,-0.166865915,-0.318270621,-0.09360584,-0.027084016,0.273181548,-0.171917816,-0.182935903,0.087851912,-0.116351714,0.200337965,-0.018239452,-0.314536814,-0.498113537
ÌÃ½ã·ò-ÌÃÄÚµÜ,0.206580512,-0.269479404,-0.244666577,-0.180450423,-0.434730974,-0.047575678,0.143917463,0.051852555,-0.256553612,-0.365232305,0.316201663,0.30335291,0.063226652,0.344744441,-0.340061487,-0.184021514,0.106684239,-0.179332264,-0.33521698,0.064978876,0.020480883,-0.135606893,-0.081385536,0.028661008,0.174944576,-0.438089861,-0.157774391,0.243723296,0.032963339,-0.253795436,0.182844167,0.080525618,0.039560111,-0.252806684,-0.114510308,0.248590292,-0.205040845,0.04867283,1,0.221022889,-0.566951063,-0.269273928,-0.187483053,-0.050442837,0.247596359,-0.260954603,-0.080635922,0.046976587,0.197077009,-0.478581535,0.151982174,0.51093967,0.201931386,-0.240477672,-0.095196161,0.319012558,0.267640189,-0.225799947,0.161917534,0.45428497,-0.193505385,0.133796223,0.255168764,0.261925759,-0.062374623,-0.334147521,-0.255380829,0.285043378,0.350289731,-0.381841973,0.236930212,0.028972067,-0.050469951,0.285992916,0.440252573,0.507859437,0.308254193,0.247126225,0.07580354,-0.056842634,0.277089537,-0.315630649,-0.36903758,-0.286462297,-0.165465151,-0.447273516,-0.454994344,-0.439200916,-0.41876492,-0.015015613,-0.051132953,-0.226234592,0.086981092,-0.196474886,0.072463009,-0.065610539,0.26722036,0.22347554,0.353600028,-0.288142331,0.03996527,0.036660619,-0.049639755,-0.348317501,0.239302977,-0.07144562,0.284055165,0.11303533,-0.535457886,-0.248944634,0.182358662,-0.164145057,0.339765706,0.050506159,-0.261316131,0.153428984,0.009418323,-0.12884857,0.259209603,-0.396102033,-0.380330671,0.252383359,0.315665013
ÌÃ½ã-ÌÃÃÃ,-0.092742002,0.184894242,-0.502626608,-0.590940468,-0.405636951,0.386755172,-0.253407928,-0.073760496,0.211244106,0.112404233,0.360788654,-0.237907675,-0.205877529,0.198183644,-0.317995407,0.270644197,0.402318044,-0.310249962,-0.076321603,-0.501851755,-0.602829847,0.094098751,-0.37132988,0.314208082,0.268559643,-0.282896249,0.339617802,0.228679602,-0.236788085,-0.683875036,-0.382875466,-0.16855666,-0.524787051,0.316138568,-0.435266642,0.2491693,0.606735318,0.022686843,0.221022889,1,-0.177459343,-0.242432663,0.175285861,0.471142754,-0.206135282,0.585964187,0.180531312,0.222800464,0.262572079,0.237137229,-0.24661462,0.079227422,-0.023591839,0.450993274,0.271802436,0.165204952,0.368745501,0.030196527,-0.451940542,-0.319094996,-0.367914436,0.483446504,0.535653753,-0.291827479,0.360418083,0.209849376,0.476604911,0.017883406,0.748394325,0.144642176,-0.281456728,-0.538101227,-0.557232269,0.091285516,0.312526338,0.249816525,-0.094775469,0.450804661,-0.237325786,-0.039751149,0.203472369,0.076891246,0.17835471,0.086449277,0.107189804,0.116470728,0.061697949,-0.071244216,0.225977992,0.091321894,0.301653268,0.170990222,0.023525633,0.418800699,-0.49060562,0.480382791,0.124881976,-0.426619361,0.066766859,-0.396893144,-0.349193689,-0.557601428,-0.535565411,-0.636481771,-0.284965661,-0.466709538,-0.586542261,0.119795271,-0.273933712,0.098573047,0.272584193,-0.238300872,0.005096855,-0.111865944,0.365641633,0.33165687,0.354088345,0.733691896,0.531544947,0.183945272,0.391287202,-0.434287575,0.356136183
ÌÃ½ã-ÌÃµÜ,0.006196327,0.032746809,0.201127349,0.203046962,0.431465252,0.339306635,-0.307553256,-0.328661605,0.227149701,0.089292106,-0.619574374,-0.338574972,-0.175030006,-0.267060089,0.473898888,0.189112711,0.222054705,0.243049814,0.125481959,0.143269892,0.009265406,-0.315109079,0.261452972,-0.001088221,-0.104866443,0.374604532,-0.153496439,-0.354757206,0.384912218,0.489631799,0.124832362,0.134505886,0.187020681,0.27709752,0.438897305,0.050053708,0.214347152,0.28742839,-0.566951063,-0.177459343,1,0.096038238,0.381278936,-0.099139167,-0.478405971,0.082318444,-0.18818366,0.001103616,-0.372460257,0.535699878,-0.103190051,-0.11419111,-0.043085341,0.214000529,0.269664558,-0.036129595,-0.34884839,0.174203309,-0.02612256,-0.09440594,0.3140816,-0.058013509,0.11577138,-0.485943121,-0.191406626,0.098333512,0.244918502,-0.162295872,-0.269554137,0.661599333,-0.046018022,0.10446041,0.203371876,-0.454375927,-0.467269843,-0.180250073,-0.112139566,-0.27503263,0.040457779,-0.231527967,-0.185305864,0.137373307,-0.042922519,0.14141269,-0.064749185,0.349902944,0.250338942,0.367034419,0.342748106,-0.145900565,-0.382247047,-0.223762993,-0.442404884,-0.15460408,0.215108172,0.186515485,-0.442391752,0.052669663,0.057608078,0.594461606,0.185517055,0.189583262,0.231436931,0.383090043,-0.478685409,-0.132635975,-0.332362116,-0.42655125,0.461468112,0.251792243,-0.46914538,-0.198928698,-0.345497192,-0.168281107,0.46041634,-0.159102407,-0.355136954,0.204971746,-0.18234563,0.560865945,0.381429109,-0.536410704,-0.431125483
ÌÃ×æÄ¸-ÌÃÖ¶Ëï,-0.260787357,0.243162681,0.198323528,0.060159939,0.27010621,-0.197539777,0.055126954,0.026513932,0.244263665,-0.10232064,-0.045198524,-0.163369892,-0.067908229,0.160891127,0.227518178,-0.097005791,-0.14936904,0.363044326,0.15491151,0.039153414,0.116154459,0.008635989,0.191859614,-0.415326711,-0.127594121,0.270824015,-0.179168224,-0.177544068,-0.038233457,0.049267685,-0.029861783,-0.077610052,0.00403249,-0.033955284,-0.090020982,-0.122434469,-0.209221694,-0.218834358,-0.269273928,-0.242432663,0.096038238,1,0.333795108,0.107404066,-0.048498597,0.015716738,-0.073955331,-0.001837959,-0.099724335,-0.010143204,-0.131575948,-0.386503587,-0.315455035,0.143656326,-0.107056411,-0.16219913,-0.03527992,0.11718074,-0.006634102,-0.132612273,0.148370809,-0.139598937,-0.266145958,-0.085841675,0.052499241,0.331821223,-0.09436228,-0.216864269,-0.298477691,0.080392518,-0.06410588,0.200700873,0.158540267,-0.023790474,-0.124055299,-0.336317099,-0.499250533,-0.285530055,0.138953345,0.157796285,-0.145184508,0.359554534,0.234611257,0.252834376,-0.057106413,0.290490774,0.200538984,0.149845913,0.045652512,-0.041289254,0.07066551,0.092038842,0.137394233,-0.081425072,-0.002863501,-0.25650695,-0.051563794,0.174656236,-0.229292128,0.044178909,0.301336979,-0.029308331,0.123778892,0.06009252,-0.022673256,0.262027431,0.043152359,0.049716501,0.33737927,0.309186356,-0.125683724,0.261210155,0.041821377,0.091396745,0.122295311,-0.335957794,-0.148094176,-0.183607989,-0.133952236,0.096617629,-0.311456842,0.107191814,-0.064558012
