Column1,·ò-ÆÞ,¸¸-×Ó,¸¸-Å®,Ä¸-×Ó,Ä¸-Å®,ÐÖ-µÜ,ÐÖ-ÃÃ,½ã-µÜ,½ã-ÃÃ,×æ¸¸-Ëï×Ó,×æ¸¸-ËïÅ®,×æÄ¸-Ëï×Ó,×æÄ¸-ËïÅ®,Íâ×æ¸¸-ÍâËï×Ó,Íâ×æ¸¸-ÍâËïÅ®,Íâ×æÄ¸-ÍâËï×Ó,Íâ×æÄ¸-ÍâËïÅ®,Ôø×æ¸¸-ÔøËï×Ó,Ôø×æ¸¸-ÔøËïÅ®,Ôø×æÄ¸-ÔøËï×Ó,Ôø×æÄ¸-ÔøËïÅ®,¸ß×æ¸¸-ÐþËï,¸ß×æÄ¸-ÐþËï,ÍâÔø×æ¸¸-ÍâÔøËï,ÍâÔø×æÄ¸-ÍâÔøËï,×æÏÈ-ºó´ú,²®¸¸-Ö¶×Ó,²®¸¸-Ö¶Å®,²®Ä¸-Ö¶×Ó,²®Ä¸-Ö¶Å®,Êå¸¸-Ö¶×Ó,Êå¸¸-Ö¶Å®,ÊåÄ¸-Ö¶×Ó,ÊåÄ¸-Ö¶Å®,¹Ã¸¸-Ö¶×Ó,¹Ã¸¸-Ö¶Å®,¹ÃÄ¸-Ö¶×Ó,¹ÃÄ¸-Ö¶Å®,¾Ë¸¸-ÍâÉû,¾Ë¸¸-ÍâÉûÅ®,¾ËÄ¸-ÍâÉû,¾ËÄ¸-ÍâÉûÅ®,ÒÌ¸¸-ÍâÉû,ÒÌ¸¸-ÍâÉûÅ®,ÒÌÄ¸-ÍâÉû,ÒÌÄ¸-ÍâÉûÅ®,ÌÃÐÖ-ÌÃµÜ,ÌÃÐÖ-ÌÃÃÃ,ÌÃ½ã-ÌÃµÜ,ÌÃ½ã-ÌÃÃÃ,±íÐÖ-±íµÜ,±íÐÖ-±íÃÃ,±í½ã-±íµÜ,±í½ã-±íÃÃ,¹Ã±íÐÖ-¹Ã±íµÜ,¹Ã±íÐÖ-¹Ã±íÃÃ,¹Ã±í½ã-¹Ã±íµÜ,¹Ã±í½ã-¹Ã±íÃÃ,¾Ë±íÐÖ-¾Ë±íµÜ,¾Ë±íÐÖ-¾Ë±íÃÃ,¾Ë±í½ã-¾Ë±íµÜ,¾Ë±í½ã-¾Ë±íÃÃ,ÒÌ±íÐÖ-ÒÌ±íµÜ,ÒÌ±íÐÖ-ÒÌ±íÃÃ,ÒÌ±í½ã-ÒÌ±íµÜ,ÒÌ±í½ã-ÒÌ±íÃÃ,ÔÀ¸¸-Å®Ðö,ÔÀÄ¸-Å®Ðö,¹«¹«-¶ùÏ±,ÆÅÆÅ-¶ùÏ±,¾Ë¸¸-ÉûÏ±,¾Ë¸¸-ÉûÅ®Ðö,²®¸¸-Ö¶Ï±,²®¸¸-Ö¶Å®Ðö,½ã·ò-ÆÞµÜ,ÃÃ·ò-ÆÞÐÖ,ÃÃ·ò-ÆÞ½ã,Êå-É©,¹Ã-É©,µÜÏ±-²®,ÐÖÆÞ-µÜÆÞ,½ã·ò-ÃÃ·ò,Ç×¼Ò-Ç×¼Ò,´Ó×æ¸¸-´ÓËï×Ó,´Ó×æ¸¸-´ÓËïÅ®,´Ó×æÄ¸-´ÓËï×Ó,´Ó×æÄ¸-´ÓËïÅ®,´Ó×æ¹Ã-´ÓÖ¶Ëï,ÔÙ´ÓÐÖ-ÔÙ´ÓµÜ,Èý´ÓÐÖ-Èý´ÓµÜ,ÌÃ²®-ÌÃÖ¶,±íÊå-±íÖ¶,×å²®Êå-×åÖ¶,×åÐÖ-×åµÜ,×å½ã-×åÃÃ,ÌÃ×æ¸¸-ÌÃÖ¶Ëï,ÌÃ×æÄ¸-ÌÃÖ¶Ëï,ÌÃ½ã·ò-ÌÃÄÚµÜ,±íÉ©-±íÐ¡Êå,Òö²®Êå-ÒöÖ¶,¾Ë¹«-ÉûËï,ÒÌÆÅ-ÒÌÉûËï,¼Ì×æ¸¸-¼ÌËï×Ó,¼Ì×æ¸¸-¼ÌËïÅ®,¼Ì×æÄ¸-¼ÌËï×Ó,¼Ì×æÄ¸-¼ÌËïÅ®,¼ÌÍâ×æ¸¸-¼ÌÍâËï×Ó,¼ÌÍâ×æ¸¸-¼ÌÍâËïÅ®,¼ÌÍâ×æÄ¸-¼ÌÍâËï×Ó,¼ÌÍâ×æÄ¸-¼ÌÍâËïÅ®,¼Ì¸¸-¼Ì×Ó,¼Ì¸¸-¼ÌÅ®,¼ÌÄ¸-¼Ì×Ó,¼ÌÄ¸-¼ÌÅ®,¼ÌÐÖ-¼ÌµÜ,¼ÌÐÖ-¼ÌÃÃ,¼Ì½ã-¼ÌµÜ,¼Ì½ã-¼ÌÃÃ,Ñø¸¸-Ñø×Ó,Ñø¸¸-ÑøÅ®,ÑøÄ¸-Ñø×Ó,ÑøÄ¸-ÑøÅ®,Òå¸¸-Òå×Ó,Òå¸¸-ÒåÅ®,ÒåÄ¸-Òå×Ó,ÒåÄ¸-ÒåÅ®,¸Éµù-¸É¶ù×Ó,¸Éµù-¸ÉÅ®¶ù,¸ÉÂè-¸É¶ù×Ó,¸ÉÂè-¸ÉÅ®¶ù,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸µÜ,Í¬¸¸ÒìÄ¸½ã-Í¬¸¸ÒìÄ¸ÃÃ,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸ÃÃ,Í¬¸¸ÒìÄ¸½ã-Í¬¸¸ÒìÄ¸µÜ,Í¬Ä¸Òì¸¸ÐÖ-Í¬Ä¸Òì¸¸µÜ,Í¬Ä¸Òì¸¸½ã-Í¬Ä¸Òì¸¸ÃÃ,Í¬Ä¸Òì¸¸ÐÖ-Í¬Ä¸Òì¸¸ÃÃ,Í¬Ä¸Òì¸¸½ã-Í¬Ä¸Òì¸¸µÜ,Òì¸¸ÒìÄ¸ÐÖ-Òì¸¸ÒìÄ¸µÜ,Òì¸¸ÒìÄ¸½ã-Òì¸¸ÒìÄ¸ÃÃ,Òì¸¸ÒìÄ¸ÐÖ-Òì¸¸ÒìÄ¸ÃÃ,Òì¸¸ÒìÄ¸½ã-Òì¸¸ÒìÄ¸µÜ
ÊåÄ¸-Ö¶×Ó,-0.037137812,-0.154140145,-0.087143431,-0.07319615,-0.22694295,-0.078115565,-0.077331394,0.069602708,-0.038497418,-0.019221848,-0.03687787,0.082713639,0.060259311,-0.155272149,0.004556214,-0.04787639,-0.063359474,-0.027523612,-0.106795366,-0.070049589,-0.135234523,-0.156012486,-0.006388237,-0.152511663,0.023349028,-0.029188053,0.302960251,0.338646834,0.216787258,0.20516021,0.412290452,0.436514708,1,0.427137895,0.397682985,0.161204543,0.179761617,0.067987552,-0.036080205,-0.047331825,-0.235509112,-0.029482001,-0.114881104,-0.096491506,-0.273210862,-0.230958789,-0.273079205,-0.146652976,-0.111386522,-0.137348372,-0.115243904,-0.042647213,0.117759331,0.10829514,0.004387566,0.018412445,0.213912323,0.267267731,-0.082174246,0.08878345,0.097305023,0.227646898,0.386913556,0.036265023,0.155459495,-0.12015043,0.061640813,0.020846461,-0.143682198,-0.060617171,-0.215253558,-0.102245828,-0.069832954,0.114661903,-0.073456456,-0.10745714,-0.193380633,-0.089432132,-0.20358795,-0.177778156,0.322779137,0.258735306,0.18680102,0.345341049,0.170989576,-0.029784555,0.112099596,0.223295601,-0.17315661,0.02157427,-0.24777115,-0.182865865,-0.217413898,-0.304950031,-0.190952161,-0.230578428,-0.0740145,-0.037241992,-0.043490295,0.040096433,-0.318182589,-0.115833541,-0.024050402,0.049345562,0.064320459,0.225440984,0.38747498,0.274661839,0.337379038,0.328867695,-0.042418279,-0.002809359,0.021729472,0.057253591,-0.029885037,-0.227067085,-0.217333657,-0.296390482,-0.142709161,-0.153877859,-0.179659631,-0.084551576,-0.157336502,-0.104192115,0.003274463,-0.13061812,-0.105882572,-0.159400536,-0.16628656,-0.042306974,-0.297606313,-0.218623029,-0.05863574,-0.245171065,-0.191597153,-0.040725138,0.122058267,0.144107637,0.099275929,0.020825707,0.130173211,0.225393942
ÊåÄ¸-Ö¶Å®,-0.277432766,-0.261626662,-0.091881802,-0.143470827,0.031259273,-0.236302089,-0.161126453,0.137139015,0.015742483,-0.163025163,-0.238447138,-0.035044287,0.209553805,-0.253963241,0.020135817,-0.221854645,0.144325089,-0.257869876,-0.071236376,-0.135260538,-0.155964568,-0.3577196,-0.031472759,-0.21370894,0.084675047,-0.247964114,0.13453499,0.456355751,0.232288875,0.579918156,0.127795318,0.455666978,0.427137895,1,0.349696931,0.125419298,-0.052637651,0.338163188,-0.05783673,-0.08374961,-0.102352081,0.354502115,0.215650447,0.229254031,-0.024618973,0.044563175,-0.098736068,0.091666288,0.224129467,0.332598276,-0.112867457,0.159033641,0.180666577,0.241473779,0.103319756,0.003977899,0.236583262,0.372003501,-0.038119045,0.215521043,0.147957209,0.342170041,0.334272499,0.295968886,0.338103761,0.014564657,-0.172735816,-0.133010209,-0.146291934,-0.151199494,-0.354117693,-0.227250166,-0.202533373,0.076750283,-0.087653087,-0.052534431,-0.012759482,-0.200098954,-0.234219922,-0.200690746,0.150631621,0.138031073,-0.234487686,0.003942494,0.170362638,-0.031735938,0.280189502,0.213627065,-0.136863558,0.010054416,-0.399699081,-0.144765142,-0.241729805,-0.007496568,0.080845758,-0.394228887,-0.184692593,-0.28463401,-0.091037194,-0.353739391,-0.281230233,0.061005128,-0.028989602,0.190998831,-0.028101712,0.096669342,0.192399827,0.299591053,0.321503425,0.403964183,-0.093340142,0.066554005,-0.076345997,0.182827225,-0.051168917,-0.286367318,-0.141787494,0.143797327,-0.377406564,-0.26868633,-0.347861739,-0.133262389,-0.350505418,-0.087793268,-0.207287335,-0.186639901,-0.095674436,-0.131171093,-0.20577495,0.100351931,-0.239314574,-0.180763243,0.119791113,-0.178163958,-0.122551878,0.148864712,0.065729616,0.164199315,-0.046077251,0.107390457,0.072767002,0.155780671
¹Ã¸¸-Ö¶×Ó,-0.393956045,-0.24991004,-0.32039825,-0.255539145,-0.211147352,-0.158766461,-0.228682494,-0.109371422,-0.099489509,-0.057211501,-0.146650944,-0.101470991,-0.045814082,0.005001835,-0.140995537,-0.12468338,-0.142367139,0.0275475,0.097165618,-0.028351107,0.052310355,-0.043496992,-0.11011358,0.022841276,-0.007443147,-0.098095618,0.492654606,0.200449122,0.294190981,0.230135356,0.456495635,0.159417696,0.397682985,0.349696931,1,0.415749431,0.17799704,0.343852459,0.166914349,-0.220303927,0.010612437,0.079368162,0.103984857,-0.053539645,-0.099813128,-0.060673683,0.067326306,-0.01863315,0.181790451,0.040637277,0.217970938,0.095994997,0.204508028,0.253954042,0.129279913,0.16587231,0.419462967,0.211998553,0.115876057,0.034154782,0.365714861,0.310048558,0.404774199,0.17860975,0.271537566,0.03736371,-0.205481425,-0.167069814,-0.234892265,-0.259654367,-0.072325316,0.048327744,-0.080292839,0.122899357,-0.001505151,-0.031396956,-0.001323595,-0.108404362,-0.23506772,-0.083569775,0.056902383,0.238982394,-0.070614349,0.143565448,-0.090433615,0.094681286,0.065771552,0.246911127,-0.019945567,0.105739657,-0.080624369,0.175406237,-0.034791927,-0.018136119,-0.250412199,0.014433856,-0.091567151,-0.00631557,0.190460981,0.028112056,0.024004153,0.222217795,0.015625472,-0.088727204,-0.094849604,0.144914386,0.240325409,0.061993515,0.197348072,0.194173866,-0.165796875,-0.161185868,-0.172046911,-0.04632253,0.117736106,-0.209714426,-0.08281431,-0.171489388,-0.235440799,-0.390023744,-0.286587185,-0.409523666,-0.187675949,-0.307985062,-0.220640619,-0.264192416,0.046965931,-0.057692826,-0.044845385,-0.134442508,-0.123380965,-0.274699771,-0.100637266,-0.192118779,-0.286036999,-0.053154427,0.117744322,0.102286953,0.035561171,-0.041030116,0.05844732,0.004811104
¹Ã¸¸-Ö¶Å®,-0.074837055,-0.073595275,-0.00028284,-0.035649651,-0.12283138,-0.234791293,-0.248129488,-0.089798626,-0.110667087,-0.08538443,0.262884648,-0.020187588,0.103613168,0.038434548,0.115978738,0.148262309,0.04743893,-0.016567546,0.134812439,0.119713334,0.202416678,-0.012083574,0.071820659,-0.005862829,-0.017056637,-0.140776091,0.2414159,0.176555625,0.073064077,0.187550899,0.147084358,0.096513892,0.161204543,0.125419298,0.415749431,1,0.432864045,0.630600376,0.135588484,0.180750604,0.227649109,0.162937597,0.177258023,0.015477718,0.234714978,0.268033504,0.07869297,-0.073356559,0.133853812,0.144672315,0.198304866,0.001481768,0.229530758,0.232118766,0.095563454,0.091268655,0.171422102,0.096393327,0.063812438,-0.119022765,0.1291906,0.130100827,-0.033614034,0.14009297,0.111504141,0.004952496,-0.033863583,-0.084223288,-0.084931734,-0.048037568,0.269110873,0.07818743,0.278893282,0.285080264,0.159173663,0.000531198,0.009010833,0.173642185,0.093339635,-0.031830711,-0.109798547,0.201385713,-0.07290344,-0.074391371,-0.161396594,0.099438333,-0.131333163,0.005452392,-0.200135973,-0.227395863,0.11793725,0.259287463,-0.047990935,-0.252455716,0.036478707,0.056270975,0.053110666,0.141218955,0.278760838,0.15321988,0.202189353,-0.01580355,-0.110828027,-0.18145533,-0.214506408,-0.119643111,-0.196237659,-0.192596942,-0.22365724,-0.195923474,-0.151463485,-0.251104021,-0.119612952,-0.089074982,-0.169684333,-0.090269897,-0.14574601,-0.178664486,-0.1287018,-0.207795555,-0.163204776,-0.107015899,-0.241818511,-0.165227896,-0.180169621,-0.088521269,-0.035618715,0.005872704,-0.016235696,-0.066926035,-0.228452052,-0.06347356,-0.127127744,-0.056136077,-0.305833845,-0.179360688,-0.117109784,-0.244586155,-0.306129644,-0.265470821,-0.17505063,-0.126911636
¹ÃÄ¸-Ö¶×Ó,0.048401619,0.088604495,0.169431736,0.067370252,-0.028688873,-0.027173429,-0.037315406,-0.064631938,0.021305752,0.059765156,0.437007386,0.224135701,0.203934769,0.074253516,0.28503643,0.363615667,0.213579815,0.202200132,0.282117142,0.24844592,0.222404564,0.087904457,0.05645621,-0.031604717,0.014962207,0.009928882,0.168283735,0.010161162,-0.059954367,0.008107501,0.153114289,0.070805394,0.179761617,-0.052637651,0.17799704,0.432864045,1,0.467684293,0.207684182,0.237073186,0.353203147,0.151311495,0.108111893,-0.095785494,0.20912038,0.273425283,0.21512442,0.018757403,0.037467735,0.073666511,0.067758701,-0.187040843,-0.050156905,0.154444906,-0.037455991,0.042705464,-0.064677258,-0.014624964,0.095498879,-0.176389054,-0.224785586,-0.155299417,-0.327565424,-0.093813847,-0.207050048,0.074659511,0.09401556,0.092285372,0.021245792,-0.013090519,0.245211881,0.107699015,0.273767587,0.202727585,0.062466745,0.09761909,0.018514503,0.354272347,0.148174295,0.085225372,-0.064821298,-0.04071424,0.187791033,-0.060348938,-0.31190216,-0.086312044,-0.288162586,0.011924301,-0.10808006,-0.23770854,0.39644467,0.259730775,0.095521056,-0.206287336,0.029324847,0.087992338,0.189392502,-0.034065715,0.139341245,0.171390534,0.322444112,0.08279317,-0.185493902,-0.216913818,-0.22360192,-0.25597458,-0.362212133,-0.430018518,-0.236635286,-0.337110045,-0.103401702,-0.268024774,-0.131020711,-0.10366413,-0.07649206,-0.055312257,-0.140953611,-0.141449652,0.11620321,-0.047039697,0.022801773,-0.067410383,0.014756614,-0.07407982,-0.023671869,0.028840596,-0.086421192,-0.074949996,-0.003463626,-0.056813824,-0.286488771,-0.173858836,-0.369881416,-0.210805525,-0.246326658,-0.37452819,-0.432118004,-0.302249931,-0.437138454,-0.434815637,-0.420377936,-0.250670923
¹ÃÄ¸-Ö¶Å®,-0.08820098,-0.077855431,0.124682339,0.100100902,0.203636983,-0.22971805,-0.271221456,-0.010385631,0.064755712,-0.221467954,0.240547423,-0.00221157,0.309415677,-0.081365239,0.260988959,0.188516618,0.324836971,-0.067300709,0.273430321,0.199646192,0.163059504,-0.169525582,0.108328937,-0.112480914,0.179863088,-0.237455386,0.046280236,0.175289744,0.042133227,0.343506195,-0.124310414,0.0014888,0.067987552,0.338163188,0.343852459,0.630600376,0.467684293,1,0.081745398,0.308699228,0.270358316,0.396018656,0.266379798,0.136597002,0.180654983,0.382301147,0.134003669,-0.089111638,0.181577312,0.238787955,0.037435839,0.021656823,0.15942379,0.358918282,-0.088473889,0.007672395,0.147476456,0.143027119,-0.027658712,-0.101621035,0.002496412,0.12711035,-0.149795217,0.232959873,0.061623103,0.074127384,-0.14747887,-0.045850307,-0.107825879,-0.013649151,0.041763327,-0.015096305,0.039522222,0.197288254,0.159773982,-0.001236049,0.099901949,0.133316247,0.22306985,-0.08420725,-0.059414076,0.037752475,-0.195509121,-0.332146427,-0.292733632,-0.13279247,-0.166863928,-0.068322345,-0.325493427,-0.360171757,-0.003882055,0.126291454,-0.182207037,-0.283529915,0.11349391,-0.159950076,-0.096273482,-0.051944701,0.198568527,-0.08882476,0.08046412,0.155868809,-0.096506006,-0.013178703,-0.183997772,-0.191973252,-0.264364564,-0.177774795,-0.097421252,-0.04811065,-0.053081528,-0.122161294,-0.002212471,0.080770239,-0.080725307,-0.003626878,-0.023411936,0.086552719,-0.128336799,-0.104408243,-0.174624475,-0.030025572,-0.320125437,-0.218863918,-0.201825551,-0.040075229,-0.059609072,-0.065491259,0.034486613,0.09728808,-0.283406021,0.006104927,-0.051440015,-0.013769962,-0.285058584,-0.127980525,-0.194511493,-0.237028373,-0.357565836,-0.184532294,-0.220834582,-0.171371814
¾Ë¸¸-ÍâÉû,-0.132448989,0.250323561,-0.070316168,0.071567501,0.013484869,0.073515793,-0.11616562,-0.038691329,-0.195348747,0.00297355,-0.067681402,-0.029312794,-0.024205678,0.185657382,-0.012778278,-0.044345095,-0.03939775,0.078202645,-0.101283228,0.074862339,-0.154692437,0.052821917,-0.104048445,-0.04703208,-0.019988251,0.058507363,0.165287662,-0.035085985,0.108851628,0.02056796,0.057314863,-0.07039705,-0.036080205,-0.05783673,0.166914349,0.135588484,0.207684182,0.081745398,1,0.274063355,0.447441865,0.270078272,0.483077914,0.221019261,0.322826747,0.154859928,0.19079406,0.037263163,0.002271196,0.019632997,0.104848918,-0.12074527,0.039048704,-0.211051958,0.031188415,-0.212037051,-0.100727043,-0.192289778,0.293420429,-0.053010287,-0.027885014,-0.160589591,-0.084557162,-0.192975381,-0.072010271,0.122463549,0.301554473,0.148534613,0.101455221,0.044024946,0.263771846,0.353803338,-0.087242416,0.204159444,0.120190805,0.175569489,0.033110678,-0.065294154,-0.093311137,0.290989179,-0.146830679,0.01120986,0.036962546,-0.049163804,-0.169245131,0.004180287,-0.235481806,-0.048277531,0.040466795,0.085921325,0.057511899,0.179036524,0.107169977,0.098022891,-0.279790529,-0.035484204,0.081551169,0.122002127,0.038976725,0.265497617,0.277526537,0.023001312,-0.085573058,-0.037542898,-0.04558438,-0.236906814,-0.150662154,-0.21675019,-0.10532067,-0.304603086,-0.141712076,-0.04013374,-0.174519435,0.011697291,0.022451619,-0.296571358,-0.116448868,-0.01688003,0.012372356,-0.177821062,-0.071327837,-0.105822105,0.16932731,0.064987992,-0.022366164,0.048798129,0.252654269,0.127513421,-0.008913675,-0.101024776,0.001358806,-0.310847641,-0.23235176,-0.069981599,-0.059228743,-0.2395013,-0.29173766,-0.221498968,-0.199084784,-0.341271768,-0.271447482,-0.218868853
¾Ë¸¸-ÍâÉûÅ®,0.15605342,0.28256853,0.427694369,0.340917445,0.296123226,0.011517,-0.035739819,0.027582604,-0.011362535,-0.147389603,0.183126964,-0.007384451,0.112787059,0.030106343,0.400330375,0.195497232,0.192701453,-0.108051307,0.081228192,0.203426556,-0.209643488,-0.198574234,-0.019823657,-0.297869913,0.094859354,-0.129280976,-0.174750063,0.066514697,-0.079823597,0.003858399,-0.30661035,-0.017065032,-0.047331825,-0.08374961,-0.220303927,0.180750604,0.237073186,0.308699228,0.274063355,1,0.406479953,0.287336571,0.219932362,0.339814438,0.291527505,0.265183243,-0.057498079,-0.285476182,-0.106803241,-0.120893831,-0.073671608,-0.160410654,0.097160692,-0.04315765,-0.306932832,-0.256697794,-0.215328817,-0.155752142,0.115793039,0.023305476,-0.245965031,-0.273694526,-0.352419409,-0.116997471,-0.208987344,0.035494761,0.310395743,0.261500097,0.225418708,0.34024842,0.11189928,0.131559334,-0.024372816,0.107932709,0.022609897,0.025354974,-0.044520032,0.135884679,0.327939082,0.107841419,-0.109052585,-0.127667897,0.023113751,-0.277517838,-0.136398628,-0.261720965,-0.301449463,-0.340360195,-0.409721992,-0.44648955,-0.041818715,-0.123532684,-0.240986289,-0.37493998,-0.076443228,-0.3477188,-0.074527197,-0.079545728,-0.146638448,0.061094775,-0.020660593,-0.100143299,-0.184422033,0.099661532,-0.011605035,-0.275169485,-0.250749713,0.019736024,-0.080387483,-0.237461027,0.180077016,0.301884497,0.198009559,0.158938957,-0.112013875,-0.028554258,0.083508186,0.081008586,0.174252254,0.23639621,0.077829464,0.312497514,0.030575767,0.244001526,0.170707714,0.268578337,0.086666974,0.131120342,0.120595597,0.134494188,-0.248053684,0.007264633,-0.023287616,0.20564585,-0.121132103,-0.241303025,-0.370128082,-0.280050051,-0.297662711,-0.240556293,-0.270556791,-0.170065541
¾ËÄ¸-ÍâÉû,-0.070956101,0.110244827,0.082053156,-0.023386887,0.109701455,-0.038210614,-0.103847662,-0.158432558,-0.110996396,-0.151073843,0.09904682,-0.067654602,-0.021072872,0.09789242,0.101847286,0.150747743,0.114880455,-0.015643801,0.178963388,0.206257892,0.001596061,-0.037572413,-0.16245537,-0.117330138,-0.033263997,-0.222145002,-0.245921217,-0.216408098,-0.164191287,-0.122100117,-0.241021959,-0.295065817,-0.235509112,-0.102352081,0.010612437,0.227649109,0.353203147,0.270358316,0.447441865,0.406479953,1,0.394101949,0.548214371,0.318630987,0.539594266,0.370100174,0.40838275,0.001778398,0.074909024,0.150038205,0.212443059,-0.08689179,-0.001151843,0.020505741,-0.061950063,0.096368768,-0.155225287,-0.173288871,0.461395765,-0.082609668,-0.057657635,-0.125888418,-0.250482179,0.043508804,-0.113270578,0.278220208,0.227893727,0.101614264,0.272769219,0.13761076,0.496804852,0.378480786,0.191579211,0.218170932,0.378999218,0.273851346,0.22654709,0.285829068,0.262458492,0.400083217,-0.156284808,0.118242036,0.036621113,-0.310787969,-0.314215498,-0.117951898,-0.34531162,-0.265678572,0.040297462,-0.223303818,0.289147453,0.281707267,0.056070808,-0.003745436,0.038402739,0.01082718,0.108056345,0.154548272,0.161575625,0.122245802,0.581048189,0.19809557,-0.161279615,-0.105874422,-0.113614581,-0.227414834,-0.419931128,-0.429982926,-0.265818718,-0.395173749,-0.044022582,-0.076988472,-0.184126866,-0.040888905,-0.067166333,-0.005252163,0.005938685,0.092045181,0.039341988,-0.129053381,-0.118020007,-0.201457576,-0.078388539,-0.059729509,-0.21625939,-0.056812089,0.00107623,0.022354319,-0.020037114,0.064601743,-0.064513326,-0.187095846,-0.203349834,0.013623814,-0.033613798,-0.252883587,-0.410005055,-0.270844951,-0.336093362,-0.357940338,-0.384597789,-0.359660054
¾ËÄ¸-ÍâÉûÅ®,-0.229236828,0.007451149,0.143818154,0.158387379,0.191709481,-0.399410562,-0.171130388,-0.080766125,-0.168752617,-0.320717562,-0.067250264,-0.039271875,0.276905814,-0.198926188,0.144051497,-0.081999856,0.37201118,-0.245579495,0.04616786,0.127938378,-0.007242974,-0.217869972,0.040079704,-0.186947784,0.105982047,-0.339042614,-0.08102531,0.107152025,0.035797993,0.303642872,-0.262814445,-0.160381794,-0.029482001,0.354502115,0.079368162,0.162937597,0.151311495,0.396018656,0.270078272,0.287336571,0.394101949,1,0.543682933,0.703322819,0.401109397,0.440489445,-0.066082745,0.204400951,0.326588364,0.183263042,0.007902864,0.244651201,0.148002756,-0.062793494,0.057419314,-0.199927008,0.076504674,0.052914461,-0.020421256,0.267202381,-0.033066481,0.104160807,0.011953611,0.299623939,0.165727338,0.020789302,-0.112181568,-0.057732645,-0.102161453,-0.125621108,0.079571043,0.084954609,0.078536152,0.137561223,0.203646894,0.195632539,0.182652998,-0.050135026,-0.032584301,0.063352543,-0.220491465,0.039157582,-0.376123217,-0.370945222,0.086302744,-0.092170833,0.078779957,-0.189598574,-0.359656446,-0.35092041,-0.234312849,0.083273743,-0.186866386,-0.085344423,2.33E-05,-0.22574111,-0.043767932,0.015522199,-0.013851815,-0.012926895,0.117850889,0.106417348,0.10199321,0.394586155,0.076826063,-0.121292135,-0.145728696,-0.011089775,0.014653373,-0.084475234,-0.072471192,0.069269405,-0.110560813,0.043307047,-0.295445694,-0.155294278,-0.04484347,0.146944763,-0.22202007,-0.111825773,-0.209734017,-0.03005342,-0.253326995,-0.121169475,-0.178477428,0.045230043,-0.001950165,0.044913295,-0.03709833,0.115105672,-0.068023289,-0.053023597,0.159345532,-0.037139224,-0.029589254,-0.034915455,-0.03200257,-0.178212406,-0.255642811,-0.139273121,-0.149125068,-0.205862341
ÒÌ¸¸-ÍâÉû,-0.135947705,0.139637269,0.08716773,0.064784195,0.190473633,-0.203096271,-0.21360076,-0.013634144,-0.131617398,-0.246233323,-0.149831116,-0.053152236,0.08417652,-0.025392561,0.042690322,-0.067764733,0.15683161,-0.254212747,0.036892736,0.025117337,-0.121056967,-0.298275064,-0.184253423,-0.197362729,-0.062503818,-0.354289947,-0.087774878,-0.070758114,-0.045963108,0.093019754,-0.242653672,-0.131018685,-0.114881104,0.215650447,0.103984857,0.177258023,0.108111893,0.266379798,0.483077914,0.219932362,0.548214371,0.543682933,1,0.532426173,0.518887213,0.379673809,0.310307866,0.214109239,0.287512241,0.404790866,0.111695018,0.112455061,0.095872853,0.04666158,0.166059954,-0.120021685,-0.143772531,-0.114827814,0.238238761,0.03095177,-0.039330197,-0.032648452,-0.077422766,0.193086866,0.110229674,0.124651712,0.062920741,-0.003098145,0.214184021,0.029468598,0.240585978,0.243593832,0.107816106,0.307067278,0.30976328,0.272087307,0.166800195,0.150498906,0.139395053,0.281010679,-0.205501739,0.068680831,-0.323190794,-0.385477427,-0.199810494,-0.088844808,-0.201346261,-0.242333498,-0.070878677,-0.143478249,-0.084679457,0.244269922,-0.082273261,0.108182982,0.017048915,-0.195318469,-0.021564075,0.099701126,0.222241144,-0.021118459,0.331223087,0.210988378,0.057019073,0.179881836,0.116466492,-0.267148056,-0.324241924,-0.178496739,-0.133001951,-0.179331804,-0.079903576,0.058580947,-0.160732135,0.071770438,-0.114430183,-0.028495884,0.015432498,0.293071506,-0.274148683,-0.250574016,-0.299253647,-0.194467461,-0.228585798,-0.041415407,-0.319961258,-0.078998444,-0.016148268,-0.023181233,-0.10137707,0.065521017,-0.002090785,-0.243390845,0.04285167,-0.042021291,0.037813451,-0.168856229,-0.192355422,-0.221809795,-0.250169247,-0.142539572,-0.252616363,-0.289877958
