Column1,·ò-ÆÞ,¸¸-×Ó,¸¸-Å®,Ä¸-×Ó,Ä¸-Å®,ÐÖ-µÜ,ÐÖ-ÃÃ,½ã-µÜ,½ã-ÃÃ,×æ¸¸-Ëï×Ó,×æ¸¸-ËïÅ®,×æÄ¸-Ëï×Ó,×æÄ¸-ËïÅ®,Íâ×æ¸¸-ÍâËï×Ó,Íâ×æ¸¸-ÍâËïÅ®,Íâ×æÄ¸-ÍâËï×Ó,Íâ×æÄ¸-ÍâËïÅ®,Ôø×æ¸¸-ÔøËï×Ó,Ôø×æ¸¸-ÔøËïÅ®,Ôø×æÄ¸-ÔøËï×Ó,Ôø×æÄ¸-ÔøËïÅ®,¸ß×æ¸¸-ÐþËï,¸ß×æÄ¸-ÐþËï,ÍâÔø×æ¸¸-ÍâÔøËï,ÍâÔø×æÄ¸-ÍâÔøËï,×æÏÈ-ºó´ú,²®¸¸-Ö¶×Ó,²®¸¸-Ö¶Å®,²®Ä¸-Ö¶×Ó,²®Ä¸-Ö¶Å®,Êå¸¸-Ö¶×Ó,Êå¸¸-Ö¶Å®,ÊåÄ¸-Ö¶×Ó,ÊåÄ¸-Ö¶Å®,¹Ã¸¸-Ö¶×Ó,¹Ã¸¸-Ö¶Å®,¹ÃÄ¸-Ö¶×Ó,¹ÃÄ¸-Ö¶Å®,¾Ë¸¸-ÍâÉû,¾Ë¸¸-ÍâÉûÅ®,¾ËÄ¸-ÍâÉû,¾ËÄ¸-ÍâÉûÅ®,ÒÌ¸¸-ÍâÉû,ÒÌ¸¸-ÍâÉûÅ®,ÒÌÄ¸-ÍâÉû,ÒÌÄ¸-ÍâÉûÅ®,ÌÃÐÖ-ÌÃµÜ,ÌÃÐÖ-ÌÃÃÃ,ÌÃ½ã-ÌÃµÜ,ÌÃ½ã-ÌÃÃÃ,±íÐÖ-±íµÜ,±íÐÖ-±íÃÃ,±í½ã-±íµÜ,±í½ã-±íÃÃ,¹Ã±íÐÖ-¹Ã±íµÜ,¹Ã±íÐÖ-¹Ã±íÃÃ,¹Ã±í½ã-¹Ã±íµÜ,¹Ã±í½ã-¹Ã±íÃÃ,¾Ë±íÐÖ-¾Ë±íµÜ,¾Ë±íÐÖ-¾Ë±íÃÃ,¾Ë±í½ã-¾Ë±íµÜ,¾Ë±í½ã-¾Ë±íÃÃ,ÒÌ±íÐÖ-ÒÌ±íµÜ,ÒÌ±íÐÖ-ÒÌ±íÃÃ,ÒÌ±í½ã-ÒÌ±íµÜ,ÒÌ±í½ã-ÒÌ±íÃÃ,ÔÀ¸¸-Å®Ðö,ÔÀÄ¸-Å®Ðö,¹«¹«-¶ùÏ±,ÆÅÆÅ-¶ùÏ±,¾Ë¸¸-ÉûÏ±,¾Ë¸¸-ÉûÅ®Ðö,²®¸¸-Ö¶Ï±,²®¸¸-Ö¶Å®Ðö,½ã·ò-ÆÞµÜ,ÃÃ·ò-ÆÞÐÖ,ÃÃ·ò-ÆÞ½ã,Êå-É©,¹Ã-É©,µÜÏ±-²®,ÐÖÆÞ-µÜÆÞ,½ã·ò-ÃÃ·ò,Ç×¼Ò-Ç×¼Ò,´Ó×æ¸¸-´ÓËï×Ó,´Ó×æ¸¸-´ÓËïÅ®,´Ó×æÄ¸-´ÓËï×Ó,´Ó×æÄ¸-´ÓËïÅ®,´Ó×æ¹Ã-´ÓÖ¶Ëï,ÔÙ´ÓÐÖ-ÔÙ´ÓµÜ,Èý´ÓÐÖ-Èý´ÓµÜ,ÌÃ²®-ÌÃÖ¶,±íÊå-±íÖ¶,×å²®Êå-×åÖ¶,×åÐÖ-×åµÜ,×å½ã-×åÃÃ,ÌÃ×æ¸¸-ÌÃÖ¶Ëï,ÌÃ×æÄ¸-ÌÃÖ¶Ëï,ÌÃ½ã·ò-ÌÃÄÚµÜ,±íÉ©-±íÐ¡Êå,Òö²®Êå-ÒöÖ¶,¾Ë¹«-ÉûËï,ÒÌÆÅ-ÒÌÉûËï,¼Ì×æ¸¸-¼ÌËï×Ó,¼Ì×æ¸¸-¼ÌËïÅ®,¼Ì×æÄ¸-¼ÌËï×Ó,¼Ì×æÄ¸-¼ÌËïÅ®,¼ÌÍâ×æ¸¸-¼ÌÍâËï×Ó,¼ÌÍâ×æ¸¸-¼ÌÍâËïÅ®,¼ÌÍâ×æÄ¸-¼ÌÍâËï×Ó,¼ÌÍâ×æÄ¸-¼ÌÍâËïÅ®,¼Ì¸¸-¼Ì×Ó,¼Ì¸¸-¼ÌÅ®,¼ÌÄ¸-¼Ì×Ó,¼ÌÄ¸-¼ÌÅ®,¼ÌÐÖ-¼ÌµÜ,¼ÌÐÖ-¼ÌÃÃ,¼Ì½ã-¼ÌµÜ,¼Ì½ã-¼ÌÃÃ,Ñø¸¸-Ñø×Ó,Ñø¸¸-ÑøÅ®,ÑøÄ¸-Ñø×Ó,ÑøÄ¸-ÑøÅ®,Òå¸¸-Òå×Ó,Òå¸¸-ÒåÅ®,ÒåÄ¸-Òå×Ó,ÒåÄ¸-ÒåÅ®,¸Éµù-¸É¶ù×Ó,¸Éµù-¸ÉÅ®¶ù,¸ÉÂè-¸É¶ù×Ó,¸ÉÂè-¸ÉÅ®¶ù,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸µÜ,Í¬¸¸ÒìÄ¸½ã-Í¬¸¸ÒìÄ¸ÃÃ,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸ÃÃ,Í¬¸¸ÒìÄ¸½ã-Í¬¸¸ÒìÄ¸µÜ,Í¬Ä¸Òì¸¸ÐÖ-Í¬Ä¸Òì¸¸µÜ,Í¬Ä¸Òì¸¸½ã-Í¬Ä¸Òì¸¸ÃÃ,Í¬Ä¸Òì¸¸ÐÖ-Í¬Ä¸Òì¸¸ÃÃ,Í¬Ä¸Òì¸¸½ã-Í¬Ä¸Òì¸¸µÜ,Òì¸¸ÒìÄ¸ÐÖ-Òì¸¸ÒìÄ¸µÜ,Òì¸¸ÒìÄ¸½ã-Òì¸¸ÒìÄ¸ÃÃ,Òì¸¸ÒìÄ¸ÐÖ-Òì¸¸ÒìÄ¸ÃÃ,Òì¸¸ÒìÄ¸½ã-Òì¸¸ÒìÄ¸µÜ
ÒÌ¸¸-ÍâÉûÅ®,-0.0910933,0.226775243,0.176777174,0.255812872,0.308947783,-0.332892595,-0.084929524,0.01937222,-0.138657849,-0.234932933,-0.080247326,0.02764739,0.207659524,-0.016684739,0.173213477,-0.125667141,0.257517123,-0.283223769,-0.048270381,0.19523178,-0.091830054,-0.220003711,0.041628624,-0.243774948,0.176800067,-0.293155029,-0.103846018,0.096151168,-0.081332529,0.166628408,-0.282906705,-0.110185241,-0.096491506,0.229254031,-0.053539645,0.015477718,-0.095785494,0.136597002,0.221019261,0.339814438,0.318630987,0.703322819,0.532426173,1,0.357688156,0.337738804,-0.073929275,0.196441963,0.309172145,0.184440715,-0.145427736,0.154756151,0.197229035,-0.162065622,-0.006569703,-0.289629886,-0.052403908,-0.041517654,-0.058934961,0.181547332,-0.166370643,-0.176777125,-0.024532701,0.118689538,0.047909293,0.052531695,0.064608257,0.017535803,0.196110998,0.167173114,0.047647012,0.141972864,0.036046969,0.143590582,0.190646973,0.223976068,0.143199076,-0.041643276,0.081487618,0.185405067,-0.280516009,-0.096656121,-0.403585091,-0.367197788,0.141923627,-0.012280905,0.040614248,-0.254091437,-0.381034195,-0.39305078,-0.308227395,-0.089891237,-0.221340703,-0.010789886,-0.005384814,-0.318621164,-0.113284899,-0.025440195,-0.166120636,0.039772756,-0.014045389,0.069894892,0.174164772,0.527633042,0.233903199,-0.145158247,-0.103214215,0.100436541,0.03765145,-0.07963542,-0.076833243,0.196488998,-0.02236307,0.066922736,-0.28231478,-0.082496558,0.048845862,0.2875971,-0.260856615,-0.11342013,-0.27195086,0.004367857,-0.283576295,0.063985296,-0.19647156,-0.035273873,-0.076452034,-0.015851767,-0.071546033,0.075102866,-0.006818593,-0.10195077,0.216952122,0.098121163,0.051438133,-0.066544655,-0.040805982,-0.160586194,-0.21177552,-0.034267033,-0.213094774,-0.30366058
ÒÌÄ¸-ÍâÉû,-0.014371936,0.088692795,0.144192614,0.050907965,0.147882026,-0.03569204,-0.094478023,0.019200209,0.083589339,-0.185277873,-0.052520576,-0.11526024,-0.090579439,-0.083347876,-0.052766661,0.014204041,-0.002242669,-0.287415245,-0.118176984,0.036061106,-0.030244641,-0.084350101,-0.152192427,-0.04058766,-0.105305069,-0.235462492,-0.06578255,-0.16270784,-0.028163428,-0.040467468,-0.261813477,-0.19483306,-0.273210862,-0.024618973,-0.099813128,0.234714978,0.20912038,0.180654983,0.322826747,0.291527505,0.539594266,0.401109397,0.518887213,0.357688156,1,0.496902255,0.255518714,0.13498902,0.181813404,0.294170259,0.052183025,-0.024203573,-0.025034855,0.081449217,0.083679414,-0.069358124,-0.121570702,0.023720581,0.352103717,0.063599201,-0.057575537,-0.034656976,-0.205901805,0.123313711,0.041773352,0.105945475,0.168324712,0.017120214,0.173778152,0.087973703,0.355491622,0.156475632,0.154839521,0.121306683,0.321033927,0.098680406,0.14871469,0.098092396,0.136844494,0.1621357,-0.265399537,0.127550747,-0.197028711,-0.372779133,-0.249717251,-0.123532045,-0.294410902,-0.282758805,0.00573779,-0.142522923,0.136125268,0.312398847,-0.022518355,0.02455081,0.174899267,-0.035249895,-0.012266809,0.101399196,0.101476175,0.102144351,0.407376205,0.045199092,-0.148101017,-0.177722021,-0.130562605,-0.365541489,-0.42198744,-0.317921355,-0.327575752,-0.395425954,-0.121787366,-0.073452721,-0.159146064,-0.004837331,-0.153461477,-0.007049693,0.030253013,0.137776291,-0.011922595,-0.045163781,-0.023252767,-0.069748453,-0.031448349,0.066328293,-0.139616385,0.054810344,0.089065965,0.116934045,0.023260642,0.065760169,0.08199631,0.085916325,-0.012742715,0.108291089,0.124051702,-0.022272142,-0.200860213,-0.206978056,-0.295916529,-0.245245952,-0.267946239,-0.220864863
ÒÌÄ¸-ÍâÉûÅ®,-0.149809981,-0.052363925,-0.051448929,-0.060418414,-0.015513494,-0.278525916,-0.2248908,-0.126931144,-0.121118221,-0.142653098,0.226066006,0.062550948,0.175113792,-0.022748962,0.086258717,0.116037787,0.262927716,-0.161996257,0.112683378,0.076787854,0.189494719,-0.010952824,0.1208597,0.012656738,0.068407612,-0.166030239,-0.073350156,-0.015817241,-0.124530563,-0.002629843,-0.179186331,-0.085278458,-0.230958789,0.044563175,-0.060673683,0.268033504,0.273425283,0.382301147,0.154859928,0.265183243,0.370100174,0.440489445,0.379673809,0.337738804,0.496902255,1,0.062822835,0.155802789,0.157029475,0.274967282,-0.01973615,0.076406705,0.00414046,0.064910581,0.133199865,0.068487627,-0.040750487,0.023373036,-0.066279507,-0.072105797,0.068440513,0.073836805,-0.175805128,0.224383264,0.085608417,0.161850021,-0.164874602,-0.114694798,-0.050697014,-0.090056376,0.428825053,0.150002714,0.221571103,0.215531349,0.065066916,0.054008942,0.215010974,0.11519274,0.218526792,0.131905464,-0.230002865,-0.124778637,-0.127833706,-0.346803125,-0.177260068,0.006389768,-0.07326611,0.030531419,-0.177386135,-0.246652037,0.23512733,0.282474694,0.143343171,0.037950845,0.276781527,0.115410721,0.317450762,0.089244455,0.25602848,0.150439502,0.458206843,0.30207813,-0.045402128,-0.065327544,-0.104424108,-0.212771974,-0.343323351,-0.257028566,-0.290626797,-0.229965645,-0.213422866,-0.176178993,-0.166638243,-0.128347347,-0.352299885,-0.0107611,-0.143297578,0.076462794,-0.072641656,-0.068618016,-0.029900475,0.053103264,-0.202779298,-0.037704209,-0.260582242,0.02625272,-0.073021003,0.032260926,-0.058561526,0.086739477,-0.131736694,0.074862836,-0.091856076,-0.108608266,-0.071361208,0.054080095,-0.140671445,-0.23462937,-0.365865204,-0.233994563,-0.265301402,-0.248833609
ÌÃÐÖ-ÌÃµÜ,-0.047485504,0.027265112,-0.054392968,-0.140807594,0.090053927,0.261926645,0.019759689,-0.093548492,0.048701369,-0.04516157,-0.017276739,-0.119273108,-0.155903138,0.076510105,-0.048194838,0.016098518,-0.045868358,0.034406276,0.129055124,0.008146792,0.069495564,0.05335045,-0.152034053,0.04709352,-0.144228593,-0.0356234,-0.025790061,-0.149048606,-0.240192009,-0.153934659,-0.085429674,-0.111535866,-0.273079205,-0.098736068,0.067326306,0.07869297,0.21512442,0.134003669,0.19079406,-0.057498079,0.40838275,-0.066082745,0.310307866,-0.073929275,0.255518714,0.062822835,1,0.264650586,0.226511823,0.433279463,0.294656149,0.004170986,-0.075995747,0.249231481,0.100682806,0.174051055,-0.171538284,-0.089691788,0.465143883,-0.169357641,-0.055153712,-0.052857882,-0.235886837,-0.007191627,-0.180781878,0.294421844,0.107947996,-0.076095821,0.195944187,-0.067488267,0.099324282,0.107677587,0.096601948,0.183546698,0.196305528,0.228806505,0.074726833,0.277689626,0.105269715,0.280629337,-0.131179621,0.052075584,-0.059648317,-0.139614509,-0.366933171,-0.075396974,-0.359811395,-0.200674591,0.450365911,0.161996797,0.401844537,0.390446271,0.336956456,0.344582144,0.236698063,0.16625596,0.03270764,0.144152049,0.293490186,-0.070015336,0.378275934,0.178410877,-0.1163437,-0.225185617,-0.204961923,-0.302140298,-0.435518664,-0.37239639,-0.411595516,-0.291288548,-0.096369248,-0.230863784,-0.361297585,-0.167432206,0.237423704,0.107489298,0.084938318,0.202854829,-0.030025036,-0.185084187,-0.093130636,-0.30297233,0.07127785,-0.065698568,-0.152381668,-0.12044771,-0.105998188,-0.192117947,-0.101305159,-0.086854924,0.181594161,-0.16677892,-0.11842181,-0.087049825,0.069332825,-0.190424243,-0.238290404,-0.107340254,-0.109683691,-0.180188734,-0.265067854,-0.267934335
ÌÃÐÖ-ÌÃÃÃ,-0.212255983,-0.173696836,-0.092475517,-0.131950783,-0.166522344,-0.123028133,0.136106075,-0.090110858,-0.199624931,-0.133444949,-0.215505963,-0.043023385,-0.089773689,-0.161642886,-0.162820218,-0.273510029,-0.089326942,-0.143141484,-0.177291968,-0.138522303,0.043689356,0.050866548,-0.075335946,0.117775829,-0.104305576,-0.220921651,0.098418453,0.006753037,-0.151753235,-0.081485962,-0.074198195,-0.005712693,-0.146652976,0.091666288,-0.01863315,-0.073356559,0.018757403,-0.089111638,0.037263163,-0.285476182,0.001778398,0.204400951,0.214109239,0.196441963,0.13498902,0.155802789,0.264650586,1,0.416919092,0.451021486,-0.070443484,0.382384501,0.078165879,0.022724375,0.429329384,0.17029912,0.020263666,0.143374825,-0.056873001,0.132776384,-0.048711152,0.024809929,0.019879279,0.202662586,0.136015868,0.231530313,-0.169026036,-0.35636464,-0.001830518,-0.334155602,0.063657844,0.000912116,0.267500272,0.160905706,0.01501058,0.440093506,0.302479514,0.181962464,-0.143661496,0.344614861,-0.214395921,-0.044942074,-0.153495263,-0.089168191,0.016980644,0.070511202,0.002955714,0.086705871,0.220025825,0.181690552,0.115445964,0.127131963,0.299192281,0.466314079,0.220489919,0.166581375,0.182808202,0.143579112,0.110565715,0.100973708,0.157956382,0.033517227,0.232775113,0.163083561,0.039570899,-0.059287763,-0.105438005,-0.056020685,-0.148765436,-0.061268087,-0.351110383,-0.147633193,-0.422770606,-0.276922724,-0.09482697,0.092518486,0.002736903,0.28466416,-0.22910754,-0.203486105,-0.156959421,-0.230027617,-0.065499482,-0.042336938,-0.250444427,-0.144789655,-0.389532651,-0.285677009,-0.413597345,-0.207078531,0.245358874,-0.10021616,0.249027631,-0.180333135,0.16889407,0.085531961,0.20309602,0.104644604,0.001365117,0.045250066,-0.057035828,-0.136731132
ÌÃ½ã-ÌÃµÜ,-0.240208343,-0.143847679,-0.039423336,-0.022593823,0.038528006,-0.317148138,-0.107775826,-0.037779481,-0.204585246,-0.258275089,-0.162028429,-0.070460382,0.026159241,0.000557307,-0.132938524,-0.212945243,0.014549436,-0.236739967,-0.049311812,-0.092220578,-0.023343161,-0.07599777,-0.007401577,-0.058774208,0.041827611,-0.341868406,0.195200275,0.231272998,0.103417678,0.179624766,-0.041630711,-0.027041076,-0.111386522,0.224129467,0.181790451,0.133853812,0.037467735,0.181577312,0.002271196,-0.106803241,0.074909024,0.326588364,0.287512241,0.309172145,0.181813404,0.157029475,0.226511823,0.416919092,1,0.363456339,0.069552034,0.388285148,0.319876872,0.043500776,0.232675122,-0.009941924,0.197272893,0.012279797,-0.06513721,0.071118767,-0.012260064,0.038755917,0.042962267,0.251762707,0.170128154,0.024894164,-0.26149776,-0.284392271,0.017597488,-0.192516013,0.026798932,-0.078719293,0.316384801,0.080575112,0.094570244,0.25369778,0.205380638,0.144995978,0.023175663,0.194780672,-0.177457424,-0.069149263,-0.443717551,-0.266401051,0.099732129,0.164870416,0.046284485,-0.032417905,-0.084116272,-0.106505185,-0.008685475,0.174285524,0.060416061,0.20214771,0.086811493,0.058540344,0.014519874,-0.024857654,0.056156355,0.061743588,0.06071305,-0.0028485,0.13687534,0.292683571,0.002228934,-0.143647156,-0.085797116,0.097685652,-0.097992297,-0.130851038,-0.241335131,-0.026639671,-0.184100774,-0.065084192,-0.115625605,0.020236303,0.159548429,0.294104199,-0.28303371,-0.206402357,-0.228880982,-0.202666043,-0.387188416,-0.139726937,-0.324016572,-0.208396132,-0.118553452,-0.096756466,-0.079120075,-0.12559774,0.076737052,0.02741904,0.352922421,0.05720529,-0.014397843,0.052945118,0.178662997,-0.009890982,-0.127225833,0.001888333,-0.130379704,-0.201468762
ÌÃ½ã-ÌÃÃÃ,-0.130912442,-0.125404255,-0.03098002,-0.078991409,0.060335349,-0.099979006,-0.048522971,0.071995824,0.133812494,-0.140852778,-0.036852899,0.038485369,0.130271866,-0.174562698,0.015891838,-0.030504048,0.176446404,-0.259945805,0.036674191,-0.075044208,0.061202921,-0.213306613,-0.059618391,0.011320327,0.041066943,-0.272909357,0.000336343,0.080290703,-0.103472653,0.136907384,-0.136468192,0.074613126,-0.137348372,0.332598276,0.040637277,0.144672315,0.073666511,0.238787955,0.019632997,-0.120893831,0.150038205,0.183263042,0.404790866,0.184440715,0.294170259,0.274967282,0.433279463,0.451021486,0.363456339,1,0.001629136,0.153754586,-0.016879887,0.418015551,0.258315864,0.137070165,-0.045022691,0.189929302,0.124018732,-0.033937793,-0.019719907,0.139262762,-0.062709855,0.158946441,0.137948377,0.261318065,-0.069931703,-0.191794017,0.082293182,-0.112776533,-0.047142902,-0.019562786,0.03464234,0.254975714,0.139398156,0.144690699,0.086329424,0.090945643,-0.038124902,0.061854293,-0.237261968,0.041042822,-0.342507267,-0.310334096,-0.21702904,-0.073405853,-0.121752982,-0.06392914,0.131767897,-0.039745456,-0.018882614,0.228675436,0.008614417,0.215376856,0.344323033,-0.138380782,0.017252468,-0.040750737,0.17341914,-0.252043924,0.127735052,0.254053633,0.0683303,0.050599128,0.029588225,-0.140829195,-0.237220742,-0.113474194,-0.177885861,0.043831433,-0.218456816,-0.212455903,-0.338333036,-0.067768722,-0.092021089,0.08765091,0.023107178,0.405697589,-0.225988358,-0.20640141,-0.174509093,-0.196553218,-0.270299734,-0.106987864,-0.295795577,-0.183509005,-0.277065981,-0.265527517,-0.265614776,-0.029756266,-0.054395122,-0.114956312,0.08491569,-0.104678341,0.201213285,0.094900334,-0.084273977,0.035159298,-0.196466088,0.068117171,-0.251971174,-0.206274594
±íÐÖ-±íµÜ,-0.056863598,-0.052606446,-0.120077265,-0.119433165,-0.101353867,0.139665091,0.043030657,-0.157768118,-0.066095316,-0.163485468,-0.043725579,-0.290514833,-0.173446841,-0.049507456,-0.086496709,-0.054655686,-0.074373717,0.052500395,0.161676238,-0.110495207,0.117911734,0.02221461,-0.160030017,-0.023343677,-0.208458073,0.000321973,0.016130995,-0.234193709,-0.018967055,-0.104006986,0.243331619,-0.248985485,-0.115243904,-0.112867457,0.217970938,0.198304866,0.067758701,0.037435839,0.104848918,-0.073671608,0.212443059,0.007902864,0.111695018,-0.145427736,0.052183025,-0.01973615,0.294656149,-0.070443484,0.069552034,0.001629136,1,0.170502364,0.130016985,0.128528365,0.128833111,0.297042525,0.180179585,-0.016021406,0.392942259,0.01917089,0.366815759,0.255798901,0.166862794,0.262012509,0.115474631,0.113940403,-0.056832224,-0.190951425,-0.101400211,-0.245346046,0.210578195,0.128932315,0.113424949,0.039138212,0.205286841,0.129343259,0.010939592,0.097129503,-0.030824664,0.009349249,0.030339311,0.362489922,0.138627332,0.041329961,-0.126950014,-0.013010088,-0.080636254,-0.098543565,0.107817687,0.007233635,0.221800491,0.329190585,0.038476134,0.088868658,-0.075654062,0.234540798,-0.044251367,0.179533852,0.198493172,0.053859091,0.266613595,0.049364793,-0.206061046,-0.136826809,-0.248285714,0.132604019,-0.095913802,-0.177204809,-0.208476262,-0.180401682,0.086765042,-0.224725206,-0.258882597,-0.149732694,0.218041345,-0.037025769,0.037032904,-0.1920446,-0.071265694,-0.291426765,-0.204758744,-0.410616991,-0.010652913,-0.333644361,-0.185969358,0.028740412,0.068789916,0.075154284,0.180204827,0.152325915,0.047294871,-0.186553549,-0.084444028,-0.161791381,-0.128322813,-0.132383449,-0.014380186,-0.041849721,-0.073062699,-0.158904569,0.076537219,-0.029965911
±íÐÖ-±íÃÃ,-0.266693349,-0.317958807,-0.092791682,-0.168095063,-0.141278547,-0.213524182,0.075190091,-0.133253442,-0.114561304,-0.364470525,-0.291778296,-0.328414802,-0.194280606,-0.358051449,-0.270573414,-0.423413518,-0.11579073,-0.247324313,-0.18571043,-0.203080664,-0.022002403,-0.095658281,-0.019492818,-0.093186987,-0.156654177,-0.327763082,-0.053358665,0.087719238,-0.039329458,0.043863808,-0.06320453,-0.00964842,-0.042647213,0.159033641,0.095994997,0.001481768,-0.187040843,0.021656823,-0.12074527,-0.160410654,-0.08689179,0.244651201,0.112455061,0.154756151,-0.024203573,0.076406705,0.004170986,0.382384501,0.388285148,0.153754586,0.170502364,1,0.270812819,0.106312554,0.470221745,0.270576674,0.211393053,0.197596131,-0.063760503,0.209300817,0.22001759,0.285175404,0.186874502,0.504092182,0.358186723,0.066861094,-0.358183878,-0.429268983,-0.136237751,-0.361694753,-0.068623393,-0.185858841,0.156204673,-0.164565441,-0.012877879,0.190888998,0.29095234,0.086481057,-0.045214108,0.114112946,-0.086076547,0.127349057,-0.306888875,-0.210225175,0.078992446,0.006750709,0.144512666,0.037691736,-0.042686125,0.010142276,-0.17840904,0.030156689,-0.021099522,0.12782833,0.201167296,-0.056659325,-0.074672913,0.046226587,0.098263102,-0.078531593,-0.076879433,0.019310382,0.075240262,0.171633925,-0.01538906,0.067822226,0.006900649,0.286378473,-0.152646354,0.061077369,-0.147991843,0.031098256,-0.116796272,-0.153867803,-0.131587193,0.113645122,0.097651595,0.171982413,-0.146858446,-0.049485284,-0.145096705,-0.029396315,-0.145140087,0.008869908,-0.13281391,-0.026822579,-0.139075726,-0.002693649,-0.137935924,0.041064725,0.049428869,0.094899273,0.444688558,-0.034490968,-0.113033165,0.16856065,0.458263986,0.265591598,0.20348386,0.334765931,0.245901265,0.081694868
±í½ã-±íµÜ,-0.091916761,-0.0644862,-0.039102351,-0.01494953,-0.021617972,-0.150229255,0.120858211,0.233801739,-0.095809391,-0.014310801,-0.005082164,-0.013653293,0.03603939,0.085096571,0.052650056,-0.172437906,-0.097350378,-0.174830574,-0.047655263,0.011298892,-0.018718301,-0.073423935,0.064807344,-0.184045875,0.093682428,-0.238444316,0.102555505,0.24780594,-0.12097099,0.045350294,0.061221316,0.112921479,0.117759331,0.180666577,0.204508028,0.229530758,-0.050156905,0.15942379,0.039048704,0.097160692,-0.001151843,0.148002756,0.095872853,0.197229035,-0.025034855,0.00414046,-0.075995747,0.078165879,0.319876872,-0.016879887,0.130016985,0.270812819,1,0.198586649,0.221149822,0.093567252,0.515446687,0.172535289,0.087837081,0.172631997,0.124344589,0.079439401,0.107497401,0.174263183,0.155203949,0.043737805,-0.112567743,-0.121820622,0.01276936,0.058666503,-0.01201709,-0.153959342,0.143159561,-0.092210096,0.025155796,-0.040113148,-0.084206967,0.054702787,-0.010613517,0.089685725,-0.023733611,-0.086485394,-0.161280278,-0.068256777,0.191767749,-0.002121432,0.09778846,0.017933481,-0.206225929,-0.053367281,-0.143853518,-0.063037159,-0.115864654,-0.084907897,-0.065734793,-0.19648015,-0.233094694,-0.233367572,-0.033083397,0.030188965,-0.120695533,-0.142598123,-0.08306736,0.109581852,-0.09541238,-0.114216019,0.060391513,0.164952216,0.007580317,-0.005132626,-0.142495669,0.032975183,-0.00954874,0.041540844,0.00928886,-0.174091941,-0.055695884,0.03249903,-0.230590484,-0.124637278,-0.305817179,-0.005408123,-0.313103052,-0.01120353,-0.189694104,-0.276208225,-0.171924303,-0.098143821,-0.115068558,-0.058871471,-0.139838101,-0.023548368,0.139855373,0.087102575,-0.273560881,-0.099691352,0.156001978,0.110072945,-0.132937224,-0.022046808,-0.079936451,-0.000469073
±í½ã-±íÃÃ,-0.044160093,-0.270701069,-0.004199516,-0.17609853,-0.00884448,0.044769437,0.00542731,0.217605931,0.373923578,-0.099018879,0.056389625,-0.022527867,0.028095773,-0.185935712,0.108124069,0.05718747,-0.00564609,-0.14786433,0.212829596,-0.127106241,0.111084652,-0.158056905,-0.046344486,-0.071298925,-0.117038421,-0.079729553,-0.0184704,0.149643118,-0.19272031,0.071416867,-0.037376508,0.099449964,0.10829514,0.241473779,0.253954042,0.232118766,0.154444906,0.358918282,-0.211051958,-0.04315765,0.020505741,-0.062793494,0.04666158,-0.162065622,0.081449217,0.064910581,0.249231481,0.022724375,0.043500776,0.418015551,0.128528365,0.106312554,0.198586649,1,0.11900631,0.311450596,0.214314102,0.381396945,0.20828185,0.023491836,0.16844933,0.329713111,-0.007515793,0.296655693,0.095241773,0.184716753,-0.120159722,-0.07679149,-0.061427934,-0.060607003,-0.15617094,-0.1545772,-0.02517874,0.061325401,0.06970206,-0.131859074,-0.02420614,0.153647766,-0.039483396,-0.164279529,0.123780513,0.146982124,-0.059430152,-0.049976887,-0.236814317,-0.219434423,-0.065467056,0.030713889,0.028134307,0.032040951,-0.001905861,0.164160607,-0.114077236,-0.036890802,0.294276409,-0.210781431,-0.22082662,-0.257301722,0.284026223,-0.322406749,-0.013196277,0.237084208,-0.239066145,-0.313940425,-0.308036939,-0.127540784,-0.183728579,-0.128441002,-0.174426056,0.1315659,-0.11898723,-0.307161865,-0.192300218,0.070130362,0.121418117,0.005130784,-0.051258493,0.11729912,-0.183551703,-0.14358616,-0.168813827,-0.116644659,-0.237643429,-0.135246528,-0.175748691,-0.193504107,-0.170706545,-0.173614516,-0.013537745,0.12166994,-0.219446838,0.052116972,-0.018910857,-0.032390894,-0.107344348,0.033138326,-0.005438095,0.108232539,-0.127616872,0.076124619,-0.096153709,0.060697152
