Column1,±íÉ©-±íÐ¡Êå,±íÊå-±íÖ¶,±íÐÖ-±íµÜ,±íÐÖ-±íÃÃ,±í½ã-±íµÜ,±í½ã-±íÃÃ,²®¸¸-Ö¶Å®,²®¸¸-Ö¶Ï±,²®¸¸-Ö¶Å®Ðö,²®¸¸-Ö¶×Ó,²®Ä¸-Ö¶Å®,²®Ä¸-Ö¶×Ó,Ôø×æ¸¸-ÔøËïÅ®,Ôø×æ¸¸-ÔøËï×Ó,Ôø×æÄ¸-ÔøËïÅ®,Ôø×æÄ¸-ÔøËï×Ó,´Ó×æ¸¸-´ÓËïÅ®,´Ó×æ¸¸-´ÓËï×Ó,´Ó×æ¹Ã-´ÓÖ¶Ëï,´Ó×æÄ¸-´ÓËïÅ®,´Ó×æÄ¸-´ÓËï×Ó,ÐÖ-µÜ,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸µÜ,Ä¸Ç×-Ç×Éú×ÓÅ®,Ä¸Ç×-·ÇÇ×Éú×ÓÅ®,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸µÜ_1,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸ÃÃ,Í¬¸¸ÒìÄ¸×ÓÅ®-Í¬¸¸ÒìÄ¸×ÓÅ®,Í¬¸¸ÒìÄ¸½ã-Í¬¸¸ÒìÄ¸µÜ,Í¬¸¸ÒìÄ¸½ã-Í¬¸¸ÒìÄ¸ÃÃ,µÜÏ±-²®,·ò-ÆÞ,·ò-ÆÞ_2,³ö¹ìÕß-µÚÈýÕß,·ò-ÆÞ_3,¸¸-Å®,¸¸-×Ó,¸ß×æ¸¸-ÐþËï,¸ß×æÄ¸-ÐþËï,¹«¹«-¶ùÏ±,¹Ã±íÐÖ-¹Ã±íµÜ,¹Ã±íÐÖ-¹Ã±íÃÃ,¹Ã±í½ã-¹Ã±íµÜ,¹Ã±í½ã-¹Ã±íÃÃ,¹ÃÄ¸-Ö¶Å®,¹ÃÄ¸-Ö¶×Ó,¹Ã-É©,¹Ã¸¸-Ö¶Å®,¹Ã¸¸-Ö¶×Ó,Ç×¼Ò-Ç×¼Ò,¼Ì¸¸-¼ÌÅ®,¼Ì¸¸-¼Ì×Ó,¼ÌÄ¸-¼ÌÅ®,¼ÌÄ¸-¼Ì×Ó,¼ÌÍâ×æ¸¸-¼ÌÍâËïÅ®,¼ÌÍâ×æ¸¸-¼ÌÍâËï×Ó,¼ÌÍâ×æÄ¸-¼ÌÍâËïÅ®,¼ÌÍâ×æÄ¸-¼ÌÍâËï×Ó,¼ÌÐÖ-¼ÌµÜ,¼ÌÐÖ-¼ÌÃÃ,¼Ì½ã-¼ÌµÜ,¼Ì½ã-¼ÌÃÃ,¼Ì×æ¸¸-¼ÌËïÅ®,¼Ì×æ¸¸-¼ÌËï×Ó,¼Ì×æÄ¸-¼ÌËïÅ®,¼Ì×æÄ¸-¼ÌËï×Ó,¾Ë±íÐÖ-¾Ë±íµÜ,¾Ë±íÐÖ-¾Ë±íÃÃ,¾Ë±í½ã-¾Ë±íµÜ,¾Ë±í½ã-¾Ë±íÃÃ,¾Ë¸¸-ÍâÉûÅ®,¾Ë¸¸-ÉûÏ±,¾Ë¸¸-ÉûÅ®Ðö,¾Ë¸¸-ÍâÉû,¾Ë¹«-ÉûËï,¾ËÄ¸-ÍâÉûÅ®,¾ËÄ¸-ÍâÉû,ÃÃ·ò-ÆÞÐÖ,ÃÃ·ò-ÆÞ½ã,Ä¸-Å®,Ä¸-×Ó,ÆÅÆÅ-¶ùÏ±,Ô­Åä-µÚÈýÕß,Èý´ÓÐÖ-Èý´ÓµÜ,Êå¸¸-Ö¶Å®,Êå¸¸-Ö¶×Ó,ÊåÄ¸-Ö¶Å®,ÊåÄ¸-Ö¶×Ó,Êå-É©,¼ÌÄ¸-¼Ì×ÓÅ®,¼ÌÄ¸-¼Ì×ÓÅ®_4,ÌÃ²®-ÌÃÖ¶,ÌÃÐÖ-ÌÃµÜ,ÌÃÐÖ-ÌÃÃÃ,ÌÃ½ã-ÌÃµÜ,ÌÃ½ã-ÌÃÃÃ,ÌÃ½ã·ò-ÌÃÄÚµÜ,ÌÃ×æ¸¸-ÌÃÖ¶Ëï,ÌÃ×æÄ¸-ÌÃÖ¶Ëï,ÍâÔø×æ¸¸-ÍâÔøËï,ÍâÔø×æÄ¸-ÍâÔøËï,Íâ×æ¸¸-ÍâËïÅ®,Íâ×æ¸¸-ÍâËï×Ó,Íâ×æÄ¸-ÍâËïÅ®,Íâ×æÄ¸-ÍâËï×Ó,ÐÖ-µÜ_5,ÐÖ-ÃÃ,ÐÖÆÞ-µÜÆÞ,Ñø¸¸-ÑøÅ®,Ñø¸¸-Ñø×Ó,ÑøÄ¸-ÑøÅ®,ÑøÄ¸-Ñø×Ó,ÒÌ±íÐÖ-ÒÌ±íµÜ,ÒÌ±íÐÖ-ÒÌ±íÃÃ,ÒÌ±í½ã-ÒÌ±íµÜ,ÒÌ±í½ã-ÒÌ±íÃÃ,ÒÌÄ¸-ÍâÉûÅ®,ÒÌÄ¸-ÍâÉû,ÒÌÆÅ-ÒÌÉûËï,ÒÌ¸¸-ÍâÉûÅ®,ÒÌ¸¸-ÍâÉû,Òå¸¸-ÒåÅ®,Òå¸¸-Òå×Ó,ÒåÄ¸-ÒåÅ®,ÒåÄ¸-Òå×Ó,Òö²®Êå-ÒöÖ¶,Ô­Åä-¼ÌÊÒ,ÔÀ¸¸-Å®Ðö,ÔÀÄ¸-Å®Ðö,ÔÙ´ÓÐÖ-ÔÙ´ÓµÜ,½ã-µÜ,½ã-ÃÃ,½ã·ò-ÃÃ·ò,½ã·ò-ÆÞµÜ,ÐÖ-µÜ_6,×å²®Êå-×åÖ¶,×åÐÖ-×åµÜ,×å½ã-×åÃÃ,×æ¸¸-ËïÅ®,×æ¸¸-Ëï×Ó,×æÄ¸-ËïÅ®,×æÄ¸-Ëï×Ó,×æÏÈ-ºó´ú
·ò-ÆÞ,-0.306780172,-0.177699878,-0.299101758,-0.132885834,-0.309686023,-0.316362846,0.180243565,0.109377647,-0.170722354,-0.052729037,-0.022351642,0.11037029,-0.191071041,-0.009635627,0.011519117,-0.009114698,-0.025578795,-0.083308443,0.132575539,0.255847161,0.175187759,0.196081654,0.217928059,0.279799865,0.355091163,-0.070418156,0.266029062,0.290972791,0.0976766,0.105337362,0.037555879,0.355616648,0.539489918,0.429876033,1,0.12681118,0.138649311,-0.040660998,0.146018008,-0.121319562,-0.23467789,-0.052377723,-0.324989717,-0.118512197,-0.195841854,-0.170230465,0.118266763,0.132706243,0.048914225,0.064994492,0.068644304,0.035122402,-0.080091111,0.102820004,0.090650024,-0.220990799,0.014729752,0.148813777,0.086318497,0.096336328,-0.190626781,-0.027588303,-0.15011783,-0.007233548,0.232884723,0.116308097,-0.208621525,-0.164595645,-0.232957159,-0.255032581,-0.194662194,0.105726773,-0.209365203,-0.069717672,-0.007322262,0.066517893,0.014535919,-0.179489519,0.058275537,0.187871517,0.10887173,0.027309782,0.530516113,0.085426484,-0.107087344,-0.089964588,-0.133333687,-0.149798499,-0.136892548,0.475215064,0.22858844,-0.072778324,-0.17815011,-0.207592551,-0.203182997,-0.086864951,0.089022567,0.042273239,0.079435913,-0.027175052,-0.018274166,-0.161341208,-0.143247716,-0.210907021,-0.149893244,-0.181253045,0.04241957,-0.066998766,0.111598162,0.044599362,-0.022082082,0.100548915,-0.374388359,-0.228816377,-0.26536573,-0.278960835,-0.181897085,-0.141678947,-0.295057927,-0.063773002,-0.069985252,-0.001839999,-0.108111926,0.100995057,-0.000693829,-0.031215187,0.508426914,-0.077217941,-0.283913705,-0.001248625,-0.063986788,0.100631221,-0.205182043,-0.112619948,0.1629577,-0.213276305,-0.159181361,-0.085148192,0.002804518,-0.080625061,-0.083286363,-0.171497523,-0.000597459
¸¸-Å®,-0.381082961,-0.237001076,-0.316114821,-0.099099327,-0.025688697,-0.073645429,0.424778519,0.288363246,-0.070609397,0.045460694,0.339498702,0.30415337,0.16400021,0.061233386,0.25511203,0.109245469,0.068316721,-0.130071717,-0.00079839,0.379271982,-0.124122233,-0.253716845,-0.112310519,-0.058774616,0.142277647,-0.052706268,-0.08319355,0.004161728,-0.064230199,-0.024891885,0.012302418,0.366125031,0.168187586,-0.115595028,0.12681118,1,0.495487102,-0.169648765,0.061287305,0.219796739,-0.217944169,-0.162857607,-0.07874013,0.084220183,0.242057306,0.097547422,0.13322618,0.116899259,-0.216973122,-0.071154571,0.317578606,-0.129860176,-0.085440813,0.001136539,0.245572459,-0.185144035,0.209987719,0.128227928,-0.270935368,0.024786664,-0.017826987,0.097407591,0.067190463,-0.054287581,0.295379847,-0.134643424,-0.214653162,-0.138314942,-0.048503278,-0.248340111,0.006809271,0.193152147,-0.203374431,0.050337295,-0.042097102,0.163253368,-0.031726356,-0.274355203,-0.093460771,0.306513329,0.450469723,0.147031464,0.207077256,0.034798512,0.219268296,-0.078742319,0.306130986,-0.153036886,0.110607716,-0.025949543,0.068904375,-0.086519707,-0.146460866,-0.182737262,-0.008604712,-0.034685812,-0.285727996,-0.199165809,-0.269538213,-0.143404669,0.076636713,0.00838902,-0.119308093,0.134272545,-0.052641022,-0.112017825,0.218292538,-0.191801361,0.397178431,0.190054718,0.234934496,0.066269043,-0.323545161,-0.269785884,-0.054745266,-0.084149222,0.084646736,0.012666417,-0.18862129,0.085489816,-0.162064975,-0.048252426,-0.066590904,0.047507478,0.01581227,-0.184172826,-0.139555281,0.034956959,-0.027880708,-0.209186756,0.136463447,0.187230692,-0.287053764,-0.220393067,-0.171079003,-0.409073299,-0.284082131,-0.120533554,0.261048751,-0.168173413,0.090495589,0.027201209,-0.070219161
¸¸-×Ó,-0.315728555,-0.295325839,-0.379423671,-0.417649133,-0.322295864,-0.311285818,0.269778141,0.359172791,0.228742012,0.268461265,0.00523569,0.262788294,0.173342389,0.384607254,0.37740345,0.175318123,-0.147743606,0.038848018,-0.14348124,0.164556706,-0.103868583,-0.062255202,-0.032979373,0.074490852,0.298422918,0.228200265,-0.011960532,0.11275501,-0.176944533,-0.200988092,0.015763438,0.213329134,0.015472954,-0.075758976,0.138649311,0.495487102,1,-0.067818053,0.002138285,0.138632136,-0.420087459,-0.352814489,-0.198956757,-0.279046955,0.029443345,0.066752791,-0.080481895,0.081257021,-0.270117493,-0.1885384,0.282728676,0.037226539,-0.206926723,0.132288409,0.02263756,-0.15492892,-0.003364275,0.029982893,-0.033345062,0.132458918,0.12936281,0.012352765,0.054773382,0.132038836,0.304043666,0.077459829,-0.134993976,-0.30000354,-0.20224878,-0.327190749,-0.087571853,0.288585869,-0.120757264,0.14118699,-0.053404622,0.121620634,-0.102215221,-0.373242671,-0.28930177,0.143439867,0.580519327,0.12495416,-0.024528099,-0.007911865,0.189943112,-0.039969587,0.093085031,-0.182148404,0.074995755,-0.00930691,0.185809391,0.005761503,0.089278119,-0.25464008,-0.10663805,-0.278206433,-0.290950488,-0.063690408,-0.044422216,-0.126511585,-0.045971373,-0.036510965,-0.067980942,-0.024003428,0.056596887,0.217736252,0.140742709,-0.198034139,0.422931965,0.44235076,0.240334059,0.468824302,-0.265733914,-0.42009298,-0.319092641,-0.25519544,0.081295326,0.00197782,-0.122548658,-0.192386008,-0.215783379,0.093573472,0.17599461,0.138664374,0.248723767,-0.296022573,-0.103012252,0.036103656,-0.152155822,-0.067848505,0.171977642,-0.026301049,-0.354599306,-0.183368877,-0.054949689,-0.26607498,-0.029793321,-0.253958808,0.371936795,-0.06270383,-0.076417078,0.291045564,0.212177154
¸ß×æ¸¸-ÐþËï,0.016896568,0.032641671,0.017626912,-0.059542789,-0.051321501,0.05390798,-0.207456544,-0.208151456,0.027874758,0.016468133,-0.071648895,-0.282211038,0.080244822,0.443549098,0.260889017,0.319754133,0.182385536,0.27015567,-0.170503212,0.028481305,0.21732071,0.105094047,0.213014645,0.045511438,-0.12507204,0.043681242,-0.087690603,0.099244461,0.050664726,-0.085927444,-0.158222252,-0.040858851,-0.058145237,-0.003901907,-0.040660998,-0.169648765,-0.067818053,1,0.520032746,-0.102839436,0.003654565,-0.02536796,-0.106587675,0.026027611,-0.251001729,-0.273031003,-0.23002306,-0.239559516,-0.129941048,0.104044264,-0.291249821,0.116662677,0.081464131,-0.122541909,-0.125338237,0.189531671,-0.074942756,-0.137134002,0.072596892,-0.168443996,-0.158440002,-0.207008994,0.174938239,0.255181201,-0.032522867,0.241646883,-0.028941358,0.031493969,-0.109251779,0.061285877,-0.258402105,-0.218495742,-0.14815831,-0.257117122,-0.01851825,-0.308526274,-0.162781285,-0.049072998,-0.114053328,-0.100493331,-0.133030523,-0.099534099,-0.161528596,0.017357063,-0.181760605,-0.016388239,-0.105268226,0.118859081,-0.199079118,-0.118769923,-0.102825769,0.070784883,0.228652702,-0.127472301,0.003891141,0.005679505,0.013072309,0.222533361,0.131326659,0.155512184,0.155762636,0.059710677,0.044979842,0.075274513,0.067305179,-0.134276591,-0.230215126,-0.015125999,-0.118116909,-7.55E-05,-0.054354119,0.114781524,0.116004486,0.019702898,-0.012910768,-0.126819167,-0.255547261,-0.252909849,-0.012568054,-0.045094621,-0.262354413,-0.05063486,0.145890103,-0.13296656,-0.031318948,0.010700046,0.194386442,0.0757319,-0.0493881,0.044004234,-0.216878998,-0.314386789,-0.035212497,-0.062570897,0.249594423,0.18518112,0.12767378,-0.018098888,-0.035465426,0.316885297,0.032497607,0.19680004,0.472915416
¸ß×æÄ¸-ÐþËï,-0.186073511,-0.09341218,-0.166218067,-0.09097715,-0.061622925,0.005369645,-0.096273519,-0.05832558,-0.097248117,-0.129365385,0.149743755,-0.041855709,0.212087404,0.256934295,0.44398466,0.526992689,0.196494133,0.034550849,-0.088752919,0.267645162,0.023975513,-0.126799092,-0.069605158,0.043006138,-0.15151512,-0.150259317,-0.170661093,0.082640627,-0.033277857,-0.078369991,-0.262636289,0.185046859,0.093269809,0.058532543,0.146018008,0.061287305,0.002138285,0.520032746,1,0.035067972,0.019451867,-0.067186775,-0.140721597,0.21464636,-0.159769238,-0.127896753,-0.105216962,-0.214717699,-0.109785626,0.105589879,-0.221350547,-0.077853876,0.051576571,-0.161076639,0.0872448,-0.018425259,0.224422697,-0.032938475,-0.23213566,-0.230745097,-0.181544344,-0.043298289,0.09436905,0.114196603,0.1804962,0.148306994,-0.070322911,0.013266754,-0.105321221,0.083175069,-0.207813572,-0.268481043,-0.197826284,-0.240500869,0.152179231,-0.115641595,-0.102546729,-0.197702665,0.045722178,0.207471315,0.141517921,0.168271117,0.008306808,-0.104545068,-0.132918687,-0.068923266,-0.154645872,-0.011872126,-0.224745889,-0.115548655,-0.106537672,-0.116709499,-0.035154898,-0.276510163,-0.090304983,0.014455297,0.044153298,-0.063786383,0.078721919,0.033638299,0.406392081,0.030155052,0.028939342,0.22126438,0.211589007,-0.313917424,-0.174432177,-0.097764877,0.093032778,-0.037990785,0.09238094,0.109447039,0.046552749,-0.058003299,-0.078366025,0.100687081,-0.054446438,-0.140622406,0.063181777,0.085864667,-0.177953367,0.00321286,0.09566035,-0.023391185,0.108200448,-0.04320695,0.227273403,0.0866058,-0.066932866,-0.127211558,-0.184439893,-0.08178144,0.026218385,-0.013972301,0.038360568,-0.044019015,-0.162752428,-0.019137207,0.178074063,0.161281424,0.060025953,0.149735893,0.376364947
¹«¹«-¶ùÏ±,-0.11723386,-0.16944447,-0.146804126,-0.140449561,0.050735492,0.080465894,0.100705108,0.175798074,0.059090461,-0.192219566,-0.077660436,0.073796929,0.158144268,-0.113281013,0.018705379,-0.040146864,0.075837962,-0.236183146,-0.293371243,0.104108269,-0.350240915,-0.288511986,-0.275557706,-0.162554083,0.014171205,0.051161529,-0.159423624,-0.181751637,-0.1298882,0.008916191,0.064315509,0.327178384,0.111266582,-0.04330793,-0.121319562,0.219796739,0.138632136,-0.102839436,0.035067972,1,-0.173922075,-0.151918523,0.022202872,0.130987574,0.149974097,0.209823732,0.043179594,0.14656729,-0.171679679,0.168720529,0.222682189,-0.103700619,-0.027223487,-0.068335778,0.123165662,0.021296857,0.04768928,-0.288385138,-0.452751162,-0.187912324,-0.082071831,0.072146463,0.081889049,-0.204853648,-0.005193103,-0.145731957,-0.200322849,-0.143386146,-0.041476329,0.010494758,0.342141786,0.060229324,0.232449887,0.054073219,-0.072536782,0.245676862,-0.02916349,0.04796291,-0.073402874,0.119973034,0.198810918,0.384062631,0.140210837,-0.161730763,0.315222011,-0.055275621,0.248341475,0.00222091,0.321135303,-0.219690119,-0.056515536,-0.24074257,0.047645973,0.136571513,-0.037522999,0.081743681,-0.169247689,-0.416890449,-0.305212093,-0.327756949,0.062566264,0.244541798,0.076127232,0.112411265,-0.063723075,0.115441617,0.098306692,0.216809949,0.108854142,-0.04706727,0.075191827,-0.132942623,-0.062855456,0.029863491,0.056969832,0.113659779,0.12976024,0.089593278,0.11053357,0.282282117,0.032505231,0.114212468,0.118632871,-0.078653903,0.15376405,-0.263065421,-0.218308322,0.32931723,0.561073813,-0.366450607,-0.111056584,0.162187178,0.117369368,0.158865798,-0.3008929,-0.221254766,-0.091207078,-0.175453219,0.334556364,-0.026598367,0.163375391,0.136246392,-0.033280564
¹Ã±íÐÖ-¹Ã±íµÜ,0.280895816,0.24576606,0.424438964,0.524404705,0.446176407,0.304055747,-0.214029421,-0.276514105,-0.183645636,-0.03306787,0.228626149,-0.146637098,-0.068001059,-0.268707467,-0.158202283,0.022033076,0.126949769,-0.034581187,0.184418793,-0.176451642,0.060254265,-0.083007096,-0.047275765,-0.115515047,-0.297548256,-0.156673051,-0.099389788,-0.075695945,0.136877949,0.097401043,-0.037700619,-0.083294011,-0.102037778,-0.071036033,-0.23467789,-0.217944169,-0.420087459,0.003654565,0.019451867,-0.173922075,1,0.556959841,0.4881348,0.162116234,-0.016084832,-0.064609208,0.234254081,-0.226518841,0.442199088,0.082338408,-0.418906953,-0.193238831,0.045906461,-0.265055749,-0.067200658,-0.009804821,0.056565398,0.039044647,-0.04323641,-0.295520818,-0.108338313,-0.176845612,-0.092204991,-0.136853046,-0.23384629,-0.180676454,0.552760227,0.534189232,0.530922434,0.485713115,-0.13774338,-0.411117717,-0.002715175,-0.028495665,0.230141123,-0.249947353,0.155340116,0.127250463,0.341563485,-0.005403543,-0.213231302,-0.010797478,-0.224093498,-0.063677952,-0.260087244,-0.025985202,-0.089762484,0.084796402,-0.107754071,-0.039441785,-0.259217571,0.041929571,-0.121854906,0.056076305,0.030836634,0.161363319,0.199159767,0.073284165,0.082223621,0.185640232,0.136553138,0.016286182,-0.146362976,0.111377744,0.066855099,-0.286721313,-0.254290661,0.213777904,-0.351574592,-0.431122531,-0.251095075,-0.343585345,0.371747564,0.416915154,0.362222089,0.411825017,-0.090494154,0.092573551,0.206445119,-0.001898677,0.196198384,-0.170089507,-0.198272547,-0.102574044,-0.197909184,0.295166967,-0.148496215,-0.001219798,-0.118801152,0.059662281,-0.112630359,-0.172029165,0.295659917,0.119342072,-0.038186112,0.019171869,-0.194675643,0.047395939,-0.194269246,-0.024443011,-0.010124114,-0.263550291,-0.144971952
¹Ã±íÐÖ-¹Ã±íÃÃ,0.206401343,0.191970488,0.260550433,0.473497366,0.280789409,0.188566808,-0.252578339,-0.230030458,-0.22177683,-0.137769871,0.005843487,-0.215720104,-0.244539142,-0.320280118,-0.269341765,-0.184430508,0.178857796,-0.002833111,0.155237369,-0.225949863,0.19618306,0.046924945,0.067315067,0.072187999,-0.157352063,-0.305687996,-0.039666395,-0.0831067,0.134322985,0.138407637,-0.041193138,-0.038773291,0.060152795,0.070753033,-0.052377723,-0.162857607,-0.352814489,-0.02536796,-0.067186775,-0.151918523,0.556959841,1,0.196975578,0.096734256,-0.129286631,-0.15159605,0.249292902,-0.145732749,0.365545836,0.157091051,-0.324809514,0.127898372,0.142321523,-0.069048379,0.004102742,0.102786498,-0.079955172,0.131954947,0.080490395,-0.234328174,-0.288727089,-0.169507012,-0.194041669,-0.119831427,-0.233300163,-0.06717994,0.327814276,0.398549633,0.253104105,0.424544116,-0.155079995,-0.20288182,-0.10448999,-0.091593105,0.020411399,-0.228100096,0.074364921,0.132510576,0.23144017,0.059107857,-0.234706788,-0.007728791,0.045745111,-0.039127452,-0.281509972,0.016509405,-0.101392721,0.063152787,-0.061944334,0.10339174,-0.034090677,0.004257224,-0.125859345,0.278088928,0.013259972,0.215814327,0.104922727,0.051445051,0.187089472,0.182920861,0.140278695,0.112539467,-0.167982121,-0.002893761,-0.12091766,-0.330702831,-0.249441963,0.122973875,-0.289632853,-0.323912957,-0.171441748,-0.293361084,0.316118866,0.493242615,0.31962228,0.199563244,-0.262904495,-0.053524403,0.051416065,-0.073806103,0.071522426,-0.260211239,-0.20766306,-0.113893649,-0.090441642,0.193197222,0.045898635,0.007998137,-0.102670003,-0.069220753,-0.19186852,-0.111038731,0.263540977,0.100387136,-0.028405322,0.052779996,-0.177600916,0.00312113,-0.250814244,0.18362136,-0.147059327,-0.368720807,-0.132023786
¹Ã±í½ã-¹Ã±íµÜ,0.24420336,0.169588073,0.528806413,0.456528239,0.590446357,0.327161466,-0.061357373,-0.118003266,-0.005239154,0.102629044,0.121837674,0.020834526,0.051624093,-0.244728794,-0.23566198,-0.073813883,-0.195923298,-0.221198542,-0.084422433,-0.222658988,-0.216470968,0.043987322,-0.098445563,-0.284699998,-0.354716581,0.201916674,0.07613316,-0.141164268,0.115567291,0.050309896,0.26869072,-0.124321602,-0.258021872,-0.209859912,-0.324989717,-0.07874013,-0.198956757,-0.106587675,-0.140721597,0.022202872,0.4881348,0.196975578,1,0.186170612,0.003194789,-0.016920814,0.330976288,-0.049636733,0.257946195,0.000614598,-0.252668543,-0.195288274,-0.077624093,-0.274727674,-0.288413242,-0.108141186,-0.233080856,-0.142337696,-0.082079533,-0.182657422,0.236569081,-0.06030929,-0.112968041,-0.217135397,-0.278061645,-0.191752697,0.420630208,0.377775688,0.476426016,0.291045991,0.041623133,-0.157488639,0.183505244,0.07779367,0.047091739,-0.095645485,0.124817222,0.24379329,0.411652962,-0.052465933,-0.049746423,-0.045176129,-0.198421091,-0.128244358,-0.130968523,0.016200934,-0.01894693,-0.035267117,0.232163793,-0.11938088,-0.343524739,0.054584243,-0.061413194,0.109907017,0.210583357,0.159600552,0.162481581,-0.09858186,-0.127527418,-0.014676482,-0.064706871,-0.179385848,-0.226959143,-0.003798561,-0.063724099,0.054178494,-0.03894327,0.318619529,-0.369670754,-0.356716452,-0.259218646,-0.306538512,0.24504417,0.253757809,0.298109073,0.273165365,-0.08086842,0.122249808,0.181212035,0.058313753,0.157130085,-0.0033704,-0.001431529,-0.224779699,-0.089352936,0.233710348,-0.223748175,-0.007270219,0.061458614,-0.006952725,0.281545346,-0.109690322,0.229574072,0.253064727,-0.117312361,0.009713224,0.053725034,0.112863371,-0.252285379,-0.032246145,-0.081395832,-0.20117815,-0.166233519
¹Ã±í½ã-¹Ã±íÃÃ,0.097678556,0.169939351,0.110824671,0.315373051,0.268579354,0.505644787,0.017148428,-0.051858605,0.041794144,-0.306600284,0.181250687,-0.141804819,0.113275989,-0.176020681,-0.072215838,0.162961335,0.174539544,-0.26214251,-0.109984519,-0.076758181,-0.128978453,-0.238868842,-0.201283764,-0.234561984,-0.185994881,-0.315310734,-0.103349377,-0.084700099,0.005152706,0.20227406,-0.116093535,0.082389743,0.114177733,-0.03784441,-0.118512197,0.084220183,-0.279046955,0.026027611,0.21464636,0.130987574,0.162116234,0.096734256,0.186170612,1,-0.026629435,-0.146418394,0.068679286,-0.159756128,-0.063715749,0.191823891,-0.179476894,-0.152607179,0.106702402,-0.257649935,0.02258022,-0.032001025,0.201747133,-0.155663502,-0.2915718,-0.319034867,-0.264571126,0.167855555,0.130230946,-0.260549436,0.027114073,-0.211302026,-0.00170688,0.356483892,-0.030203996,0.205272257,0.103945889,-0.09342097,0.141020484,-0.349093905,-0.134890178,-0.045359159,-0.238992093,0.199855938,0.202104012,0.15136571,-0.100586654,0.057807414,0.090773209,-0.053782986,-0.033226882,-0.034009202,0.126736097,0.037929881,-0.00999044,-0.25583003,-0.114036018,-0.315065449,-0.117585298,0.088614582,-0.012034586,0.384769156,0.249592017,-0.262804177,-0.092614244,-0.151179365,-0.003926982,0.176708447,-0.090783988,0.38255748,0.036001118,-0.216854559,-0.046745458,0.068926256,-0.115639137,-0.413986816,0.00979021,-0.234153977,0.147135985,0.309389831,0.262311594,0.271847688,-0.123065404,-0.218964089,0.126818931,0.202546475,-0.114786131,0.190812596,0.236478442,-0.012138071,0.13007598,0.009740219,-0.078544973,0.007782894,0.2298039,-0.178160971,-0.117967592,0.307056939,0.378155934,0.382706378,-0.211747559,-0.050422544,-0.082642857,0.338181488,0.029988441,-0.083788594,0.082558977,-0.250895609,0.058244534
¹ÃÄ¸-Ö¶Å®,-0.175731683,-0.136895885,-0.126508646,-0.152495254,0.079224597,0.005306908,0.162385015,0.11133779,-0.072178021,-0.021901767,0.206126803,0.167476444,-0.018579572,-0.191113762,0.071563253,-0.100450165,-0.039606368,-0.092913964,0.013770351,0.365443049,-0.190060417,-0.363001719,-0.261413366,-0.21935476,-0.009672042,-0.092150548,-0.215960525,-0.232375354,-0.041714504,-0.041961994,-0.016893527,0.135188534,-0.137236544,-0.171821305,-0.195841854,0.242057306,0.029443345,-0.251001729,-0.159769238,0.149974097,-0.016084832,-0.129286631,0.003194789,-0.026629435,1,0.595387283,0.053150888,0.477387736,-0.119543622,-0.183112955,0.39624759,-0.309447286,-0.067595101,0.090990311,0.196510311,-0.099498676,0.079204588,-0.005875391,-0.269637467,0.232020512,0.245513726,0.386036434,-0.10553618,-0.235899518,0.041299745,-0.306422543,-0.222925857,-0.230982657,0.115675967,-0.069674846,0.497155068,0.13294643,-0.075204217,0.280220421,-0.098663392,0.505671768,0.218317268,-0.108686292,-0.109004498,0.069115338,0.08079886,0.132771537,-0.07023651,-0.09566067,0.588611203,-0.068967984,0.362275221,-0.156120983,0.007088826,-0.124141919,-0.002078769,-0.070092176,-0.077144225,0.096086595,0.41721144,0.047104776,-0.141616633,-0.131947068,-0.22126338,-0.258566015,0.016374705,-0.033718217,0.240077111,0.029777268,-0.070515165,0.238986602,0.346204195,-0.008497337,0.271025636,0.148035617,-0.064307942,-0.296837845,-0.079145075,-0.190476139,0.165988328,0.002596339,0.595721379,0.376701052,-0.154790765,0.383148969,0.29568079,-0.063246332,-0.24187565,-0.047305302,-0.160319313,-0.159413665,-0.276943041,-0.051286955,0.105799753,-0.16402031,0.424214486,0.38149509,-0.123374709,-0.159585266,-0.312075723,-0.210824597,-0.121532036,-0.043051131,0.086888452,-0.220673565,0.023136903,0.30452756,-0.40505131
