Column1,±íÉ©-±íÐ¡Êå,±íÊå-±íÖ¶,±íÐÖ-±íµÜ,±íÐÖ-±íÃÃ,±í½ã-±íµÜ,±í½ã-±íÃÃ,²®¸¸-Ö¶Å®,²®¸¸-Ö¶Ï±,²®¸¸-Ö¶Å®Ðö,²®¸¸-Ö¶×Ó,²®Ä¸-Ö¶Å®,²®Ä¸-Ö¶×Ó,Ôø×æ¸¸-ÔøËïÅ®,Ôø×æ¸¸-ÔøËï×Ó,Ôø×æÄ¸-ÔøËïÅ®,Ôø×æÄ¸-ÔøËï×Ó,´Ó×æ¸¸-´ÓËïÅ®,´Ó×æ¸¸-´ÓËï×Ó,´Ó×æ¹Ã-´ÓÖ¶Ëï,´Ó×æÄ¸-´ÓËïÅ®,´Ó×æÄ¸-´ÓËï×Ó,ÐÖ-µÜ,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸µÜ,Ä¸Ç×-Ç×Éú×ÓÅ®,Ä¸Ç×-·ÇÇ×Éú×ÓÅ®,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸µÜ_1,Í¬¸¸ÒìÄ¸ÐÖ-Í¬¸¸ÒìÄ¸ÃÃ,Í¬¸¸ÒìÄ¸×ÓÅ®-Í¬¸¸ÒìÄ¸×ÓÅ®,Í¬¸¸ÒìÄ¸½ã-Í¬¸¸ÒìÄ¸µÜ,Í¬¸¸ÒìÄ¸½ã-Í¬¸¸ÒìÄ¸ÃÃ,µÜÏ±-²®,·ò-ÆÞ,·ò-ÆÞ_2,³ö¹ìÕß-µÚÈýÕß,·ò-ÆÞ_3,¸¸-Å®,¸¸-×Ó,¸ß×æ¸¸-ÐþËï,¸ß×æÄ¸-ÐþËï,¹«¹«-¶ùÏ±,¹Ã±íÐÖ-¹Ã±íµÜ,¹Ã±íÐÖ-¹Ã±íÃÃ,¹Ã±í½ã-¹Ã±íµÜ,¹Ã±í½ã-¹Ã±íÃÃ,¹ÃÄ¸-Ö¶Å®,¹ÃÄ¸-Ö¶×Ó,¹Ã-É©,¹Ã¸¸-Ö¶Å®,¹Ã¸¸-Ö¶×Ó,Ç×¼Ò-Ç×¼Ò,¼Ì¸¸-¼ÌÅ®,¼Ì¸¸-¼Ì×Ó,¼ÌÄ¸-¼ÌÅ®,¼ÌÄ¸-¼Ì×Ó,¼ÌÍâ×æ¸¸-¼ÌÍâËïÅ®,¼ÌÍâ×æ¸¸-¼ÌÍâËï×Ó,¼ÌÍâ×æÄ¸-¼ÌÍâËïÅ®,¼ÌÍâ×æÄ¸-¼ÌÍâËï×Ó,¼ÌÐÖ-¼ÌµÜ,¼ÌÐÖ-¼ÌÃÃ,¼Ì½ã-¼ÌµÜ,¼Ì½ã-¼ÌÃÃ,¼Ì×æ¸¸-¼ÌËïÅ®,¼Ì×æ¸¸-¼ÌËï×Ó,¼Ì×æÄ¸-¼ÌËïÅ®,¼Ì×æÄ¸-¼ÌËï×Ó,¾Ë±íÐÖ-¾Ë±íµÜ,¾Ë±íÐÖ-¾Ë±íÃÃ,¾Ë±í½ã-¾Ë±íµÜ,¾Ë±í½ã-¾Ë±íÃÃ,¾Ë¸¸-ÍâÉûÅ®,¾Ë¸¸-ÉûÏ±,¾Ë¸¸-ÉûÅ®Ðö,¾Ë¸¸-ÍâÉû,¾Ë¹«-ÉûËï,¾ËÄ¸-ÍâÉûÅ®,¾ËÄ¸-ÍâÉû,ÃÃ·ò-ÆÞÐÖ,ÃÃ·ò-ÆÞ½ã,Ä¸-Å®,Ä¸-×Ó,ÆÅÆÅ-¶ùÏ±,Ô­Åä-µÚÈýÕß,Èý´ÓÐÖ-Èý´ÓµÜ,Êå¸¸-Ö¶Å®,Êå¸¸-Ö¶×Ó,ÊåÄ¸-Ö¶Å®,ÊåÄ¸-Ö¶×Ó,Êå-É©,¼ÌÄ¸-¼Ì×ÓÅ®,¼ÌÄ¸-¼Ì×ÓÅ®_4,ÌÃ²®-ÌÃÖ¶,ÌÃÐÖ-ÌÃµÜ,ÌÃÐÖ-ÌÃÃÃ,ÌÃ½ã-ÌÃµÜ,ÌÃ½ã-ÌÃÃÃ,ÌÃ½ã·ò-ÌÃÄÚµÜ,ÌÃ×æ¸¸-ÌÃÖ¶Ëï,ÌÃ×æÄ¸-ÌÃÖ¶Ëï,ÍâÔø×æ¸¸-ÍâÔøËï,ÍâÔø×æÄ¸-ÍâÔøËï,Íâ×æ¸¸-ÍâËïÅ®,Íâ×æ¸¸-ÍâËï×Ó,Íâ×æÄ¸-ÍâËïÅ®,Íâ×æÄ¸-ÍâËï×Ó,ÐÖ-µÜ_5,ÐÖ-ÃÃ,ÐÖÆÞ-µÜÆÞ,Ñø¸¸-ÑøÅ®,Ñø¸¸-Ñø×Ó,ÑøÄ¸-ÑøÅ®,ÑøÄ¸-Ñø×Ó,ÒÌ±íÐÖ-ÒÌ±íµÜ,ÒÌ±íÐÖ-ÒÌ±íÃÃ,ÒÌ±í½ã-ÒÌ±íµÜ,ÒÌ±í½ã-ÒÌ±íÃÃ,ÒÌÄ¸-ÍâÉûÅ®,ÒÌÄ¸-ÍâÉû,ÒÌÆÅ-ÒÌÉûËï,ÒÌ¸¸-ÍâÉûÅ®,ÒÌ¸¸-ÍâÉû,Òå¸¸-ÒåÅ®,Òå¸¸-Òå×Ó,ÒåÄ¸-ÒåÅ®,ÒåÄ¸-Òå×Ó,Òö²®Êå-ÒöÖ¶,Ô­Åä-¼ÌÊÒ,ÔÀ¸¸-Å®Ðö,ÔÀÄ¸-Å®Ðö,ÔÙ´ÓÐÖ-ÔÙ´ÓµÜ,½ã-µÜ,½ã-ÃÃ,½ã·ò-ÃÃ·ò,½ã·ò-ÆÞµÜ,ÐÖ-µÜ_6,×å²®Êå-×åÖ¶,×åÐÖ-×åµÜ,×å½ã-×åÃÃ,×æ¸¸-ËïÅ®,×æ¸¸-Ëï×Ó,×æÄ¸-ËïÅ®,×æÄ¸-Ëï×Ó,×æÏÈ-ºó´ú
¹ÃÄ¸-Ö¶×Ó,-0.15727275,-0.208640704,-0.120238648,-0.165056251,-0.098452277,-0.175326876,0.137413525,0.055769162,-0.164874264,-0.060848652,-0.063494023,0.276024743,0.000401306,-0.136267846,0.013501838,-0.16589656,-0.275336636,-0.198103919,0.119820142,0.281993898,-0.212575743,-0.359852758,-0.398511226,-0.261164711,-0.105158054,-0.057376864,-0.236462976,-0.316568717,-0.257428911,-0.247828742,-0.081739877,0.100522089,-0.250506253,-0.040278798,-0.170230465,0.097547422,0.066752791,-0.273031003,-0.127896753,0.209823732,-0.064609208,-0.15159605,-0.016920814,-0.146418394,0.595387283,1,0.119368393,0.542618275,0.00614606,-0.118390383,0.407198506,-0.30945418,-0.04356275,0.2756881,0.156538351,0.017626665,-0.03680458,0.054068371,-0.167988247,0.259500266,0.259392394,0.366869175,-0.315626793,-0.255139398,0.058105754,-0.262713835,-0.137686673,-0.171937664,0.102941415,-0.158215217,0.601803286,0.102695207,0.05311178,0.483394133,-0.047345513,0.582488204,0.396824195,-0.103391676,-0.15400496,-0.125078466,0.186942231,0.121203175,-0.080225384,0.065089689,0.539025075,-0.102955192,0.053507961,-0.149765644,0.144676478,-0.091835253,0.048164226,-0.085414652,-0.051333694,0.022859793,0.227556241,-0.067853153,-0.226546626,-0.090427836,-0.227031114,-0.09677741,0.109349538,-0.217177294,0.308922026,-0.243293575,0.10064717,0.287648112,0.484872691,-0.043923539,0.315305004,0.309124833,-0.041247869,-0.118273403,-0.202658538,-0.170893604,-0.157242099,0.087865483,0.716411547,0.610381072,-0.037083732,0.391680979,0.450125054,-0.125967132,-0.195139546,0.01004464,-0.072534416,-0.205567116,-0.328815146,-0.046618984,0.163620331,0.018945138,0.316946575,0.351847793,-0.07525221,-0.206234888,-0.312446973,-0.117053466,-0.086795884,-0.311534322,0.040036091,-0.107607734,-0.060633853,0.306542167,-0.352597473
¹Ã-É©,0.024317077,0.131368414,0.023160103,0.250409168,0.043969983,-0.017404066,0.105964836,0.178226373,-0.115886392,0.009266315,0.124625813,0.109571879,-0.226518994,-0.216069641,-0.212242971,-0.153334241,-0.167046892,-0.246869267,0.278770911,-0.001431852,-0.121524322,-0.082718141,-0.132645613,-0.204682203,-0.121989403,-0.073652475,0.009565428,-0.113089376,-0.045553,-0.059422336,0.38593347,0.069945044,0.121725576,-0.021753771,0.118266763,0.13322618,-0.080481895,-0.23002306,-0.105216962,0.043179594,0.234254081,0.249292902,0.330976288,0.068679286,0.053150888,0.119368393,1,0.130986718,0.451460849,-0.0601957,-0.03748025,-0.216637818,-0.159131852,-0.078046454,-0.082658954,-0.268552553,-0.08667796,0.094749179,-0.125923508,0.053650752,0.051995937,0.143719223,-0.149619534,-0.17967962,-0.01936757,-0.156320059,0.197035419,0.177616398,0.054641139,0.010739435,-0.026756972,0.155882395,0.070151801,0.099241771,0.074097222,0.096568369,0.187740264,0.084594031,0.406031405,0.019359507,0.011838182,0.218952383,0.125174727,0.05477666,0.03879286,-0.074390684,0.009080868,-0.152506769,0.288408565,0.154423509,-0.06579698,0.023242359,-0.180964705,0.000141544,-0.046437767,-0.005781172,0.136351768,-0.016846084,-0.010680066,-0.061261272,-0.091813092,-0.176737031,-0.192512997,-0.194864554,-0.196760747,-0.058068541,0.086301732,0.062570761,-0.02940807,-0.196154413,-0.137676433,-0.284191475,-0.156054259,-0.061454219,-0.049017443,0.074485446,-0.072434919,0.123422994,0.035215106,0.040566149,0.143479842,-0.16279393,-0.204344419,-0.150239957,-0.08855105,0.212625285,-0.000964544,0.057502351,-0.002692236,-0.053821859,0.195520431,0.153605094,-0.062388046,0.101450244,-0.200285744,-0.121529802,-0.066516629,0.074664339,-0.161665817,-0.176867078,-0.162374886,-0.246821445,-0.30778186
¹Ã¸¸-Ö¶Å®,-0.194504473,-0.227210922,-0.028454055,-0.14674264,-0.145706342,-0.301575896,0.348664106,0.223529034,-0.195906808,-0.031931444,-0.036485053,0.202063562,-0.185017592,-0.142626087,-0.109456701,-0.335442877,-0.331856581,-0.25598465,0.171596161,0.519199602,-0.099647026,-0.186948846,-0.244518373,-0.196431953,0.113278069,-0.006280744,-0.032050862,-0.269213454,-0.228425604,-0.155698209,0.202830491,0.146822895,-0.058764033,-0.066787856,0.132706243,0.116899259,0.081257021,-0.239559516,-0.214717699,0.14656729,-0.226518841,-0.145732749,-0.049636733,-0.159756128,0.477387736,0.542618275,0.130986718,1,-0.005308101,-0.016053747,0.389826775,-0.226091556,-0.251756994,0.015874889,0.136068118,-0.137898759,-0.071801901,0.053974092,-0.055310157,0.38220979,0.253398552,0.316086651,-0.316640213,-0.273146765,0.208173017,-0.336420627,-0.308788418,-0.266761751,0.14523258,-0.346089278,0.434453365,0.418279151,0.10539287,0.430130649,-0.041170915,0.689166141,0.49239619,-0.002600482,-0.017770426,-0.265252831,-0.060283564,-0.02504472,0.169040742,0.129763765,0.489543399,-0.094111861,0.154905375,-0.220878047,0.257663474,0.1281451,0.080644508,0.032839138,-0.042126186,0.146935806,0.076182507,0.045683457,-0.181559001,0.004118679,-0.172262142,-0.105134128,-0.041998658,-0.143081694,-0.022771264,-0.379074241,-0.200209507,0.316403472,0.621240593,-0.080298949,0.258174754,0.239218885,-0.177567493,-0.21448649,-0.398864777,-0.239541233,-0.139479441,-0.122421088,0.347082672,0.442579842,-0.29897927,0.486277827,0.376243359,-0.049086353,-0.277657499,-0.017923276,-0.183987937,-0.156703919,-0.033485588,-0.080456507,0.027845264,0.070971407,0.390090295,0.395955646,-0.278140104,-0.288600385,-0.276468211,-0.134652791,0.110560451,-0.117615119,-0.081283877,-0.272452896,-0.138089689,0.108714772,-0.404703224
¹Ã¸¸-Ö¶×Ó,0.164442112,0.321891984,0.146041195,0.25574134,0.01209497,-0.022574043,0.065248749,0.045328619,-0.032096649,0.257785249,0.25753793,0.083832639,-0.169754291,-0.155906897,-0.169201502,-0.095321984,-0.097984471,-0.079686089,0.402898819,-0.178810992,0.200943892,0.097980003,0.034756685,-0.029945353,-0.246415424,-0.122718857,0.002201771,-0.025294155,-0.011294533,-0.065277451,0.161033951,-0.173253448,-0.01459324,0.030913036,0.048914225,-0.216973122,-0.270117493,-0.129941048,-0.109785626,-0.171679679,0.442199088,0.365545836,0.257946195,-0.063715749,-0.119543622,0.00614606,0.451460849,-0.005308101,1,-0.055088905,-0.334106593,-0.107476343,-0.151984959,-0.264000398,-0.165434715,-0.201083114,0.016265116,0.194183824,0.075925553,-0.173868901,-0.043473706,-0.190587634,-0.121944409,0.043318444,-0.110499144,-0.057068009,0.392900519,0.177301585,0.1141333,0.121299372,-0.169930843,-0.102539139,0.150933184,0.025709718,0.363250518,-0.155175763,0.201688956,0.050066027,0.394740852,-0.08819704,-0.256634398,0.028244781,-0.015989982,0.018317562,-0.113419549,-0.035554807,-0.162069328,-0.016283192,0.029238153,0.130213651,-0.210447963,0.281506873,-0.231115182,-0.031310857,-0.183821334,-0.036982275,0.196035478,0.256732371,0.279825802,0.149752488,-0.065382155,-0.102979592,-0.178491163,-0.125426508,0.013950809,-0.255691054,-0.21111051,-0.062393876,-0.263680346,-0.309144898,-0.187360909,-0.157952982,-0.026356567,0.096436863,-0.055466207,0.096777036,-0.166200315,0.074730694,0.11459357,-0.088608413,0.210018342,-0.180636442,-0.240621989,-0.078403506,-0.169315926,0.466812369,-0.000775932,0.020926464,-0.161103865,0.122882358,-0.111533033,-0.139790123,0.055886851,0.05279171,0.065674557,0.153968901,-0.054108961,-0.013074359,-0.144515862,-0.051172039,-0.093933359,-0.175879651,-0.144737458
Ç×¼Ò-Ç×¼Ò,0.007002008,-0.102814418,0.071582841,0.238991738,0.035298887,0.046309937,-0.083343489,-0.10581189,-0.040470252,-0.294661837,-0.084485544,-0.355571352,-0.006407656,-0.146228923,-0.04376838,-0.128614489,0.130352168,-0.091026072,-0.154643484,-0.029798039,-0.13789842,-0.184802821,-0.188870277,0.053517365,-0.115075866,-0.054253886,-0.139858681,-0.138163458,0.003227473,0.174915745,0.01039928,0.384120766,0.100720979,0.088675668,0.064994492,-0.071154571,-0.1885384,0.104044264,0.105589879,0.168720529,0.082338408,0.157091051,0.000614598,0.191823891,-0.183112955,-0.118390383,-0.0601957,-0.016053747,-0.055088905,1,-0.025472633,0.055014862,-0.036288343,-0.07065784,0.026518503,0.018006355,0.037695699,-0.225374911,-0.139236492,-0.133874464,-0.248729545,-0.046048428,-0.120942508,-0.137725886,0.01797724,-0.156908103,-0.115112918,0.050406182,0.10821475,0.134114452,0.103391299,-0.056511873,0.081232289,-0.129716272,-0.053992675,0.047947857,-0.042854895,0.302444335,0.071724085,0.094808371,-0.254034198,0.037390122,0.138273787,-0.010422014,0.018514056,0.023186266,-0.071473413,-0.002216367,0.13745003,-0.104736347,-0.100042593,-0.245312419,0.021138543,0.200041322,-0.103109049,0.192398386,0.03610928,-0.25388446,0.030548588,-0.193309141,-0.064416803,0.173665107,-0.022087977,-0.092156889,-0.186331253,0.060761902,0.064248531,0.207571581,-0.057927898,-0.189566108,-0.194385405,-0.198038302,0.11744246,0.268907419,0.033813494,0.166628015,-0.162068405,-0.151814885,-0.166640673,0.142195833,-0.007561536,0.182388566,0.157267946,-0.096798489,-0.058855341,0.063117801,-0.012753268,0.160112629,0.191930838,-0.069047708,-0.180045924,0.136204122,0.454269575,0.211980775,-0.109971784,0.08526106,0.061177104,0.143157248,0.012383934,0.083501981,0.124666559,-0.144801229,0.008216683
¼Ì¸¸-¼ÌÅ®,-0.406399386,-0.268283157,-0.336066426,-0.278081925,-0.215262673,-0.255720449,0.281444229,0.14716825,-0.040136243,-0.087972437,-0.156043438,0.072503404,-0.060140464,0.047660387,0.027050229,-0.283392821,-0.040338563,-0.010482351,-0.063075659,0.296528947,-0.27859216,-0.150115875,-0.173719259,-0.011664804,0.210602464,0.093876941,-0.034089808,-0.159231529,-0.079854664,-0.076844322,0.038708131,0.150478373,0.059675294,-0.086453311,0.068644304,0.317578606,0.282728676,-0.291249821,-0.221350547,0.222682189,-0.418906953,-0.324809514,-0.252668543,-0.179476894,0.39624759,0.407198506,-0.03748025,0.389826775,-0.334106593,-0.025472633,1,0.073881444,-0.050444963,0.509385159,0.319984743,-0.028048348,-0.011605506,-0.033787962,-0.061359926,0.564146118,0.308715477,0.418990957,-0.026655978,-0.034250894,0.156573981,-0.087922752,-0.355875479,-0.419975965,-0.079478453,-0.362631977,0.42075678,0.257322571,-0.113844542,0.333498244,-0.215572688,0.491843691,0.098749792,-0.191084644,-0.352110372,-0.104837943,0.126516261,0.043807149,0.148550567,0.100905046,0.499903568,-0.071372812,0.137516211,-0.188332109,0.21107427,0.014409307,0.232227211,-0.096207707,0.065112304,0.004515928,0.020236925,-0.224104725,-0.391346111,-0.169266577,-0.419915062,-0.222204619,-0.120399731,-0.028345084,0.257260055,-0.251021523,-0.202033506,0.427095495,0.514475991,-0.114438768,0.469951183,0.473732533,0.148397708,0.080570167,-0.313188711,-0.314304988,-0.175659533,-0.248268066,0.294623049,0.225917921,-0.360344814,0.248614525,0.182123287,0.062439342,-0.06592883,0.011361732,0.068800733,-0.384006122,-0.128175335,-0.059820311,0.125205176,-0.078355774,0.28543656,0.384867068,-0.175818641,-0.203848101,-0.175365768,-0.267286733,-0.084224788,-0.229071405,0.108752564,-0.113983321,-0.114203504,0.242203548,-0.242972825
¼Ì¸¸-¼Ì×Ó,-0.155464822,-0.140084309,-0.17763235,-0.126510486,-0.097760371,-0.128326472,-0.070545467,-0.059374202,0.109753003,0.063035266,-0.200491679,-0.119832006,-0.114606322,0.184224272,-0.048223151,-0.098277836,0.134999969,0.316760225,-0.081452225,-0.231031164,0.115345188,0.25585994,0.223694327,0.521580441,0.156648494,0.052908549,0.081298087,0.004375025,0.117343899,0.084300923,-0.076653535,-0.113421791,0.017209039,0.048822284,0.035122402,-0.129860176,0.037226539,0.116662677,-0.077853876,-0.103700619,-0.193238831,0.127898372,-0.195288274,-0.152607179,-0.309447286,-0.30945418,-0.216637818,-0.226091556,-0.107476343,0.055014862,0.073881444,1,0.128655443,0.209055988,0.069343907,0.172654451,-0.163262421,-0.049565125,0.253510583,0.043340659,-0.024740822,-0.159529135,0.080903862,0.21738878,-0.096584638,0.314833206,-0.132354243,-0.168539148,-0.178027957,0.003205455,-0.24539169,0.002558857,-0.168748198,-0.210517034,-0.230651017,-0.260954307,-0.265170677,-0.12989098,-0.257471395,-0.050903071,-0.102864085,-0.043569565,0.083233274,0.029409388,-0.177928961,0.058289925,0.06481908,0.152838782,-0.12615763,0.054177683,0.202944971,0.033740771,0.36566912,0.149729225,-0.12471701,-0.003762884,-0.232956728,0.005785128,0.001856552,-0.01726734,-0.144728821,0.234750153,-0.003934421,-0.074845532,-0.197642649,0.006643284,-0.205215537,-0.021883915,-0.045867326,0.123218202,0.139427119,0.319728383,0.0478321,0.07582496,-0.024227655,-0.350986093,-0.305848816,-0.307991587,-0.155260272,-0.272005525,-0.281758781,0.008025478,0.166831947,0.017820848,0.126820875,-0.156207857,0.13228535,-0.125752131,-0.081643654,0.01788645,-0.189418615,-0.235447881,0.086050775,-0.095881775,0.151824118,0.04039479,-0.042800723,-0.006182255,-0.001208282,0.432651635,-0.00456186,0.019119978,0.336332593
¼ÌÄ¸-¼ÌÅ®,0.019384573,-0.071523208,-0.022993719,0.007046776,0.158313849,0.192070237,-0.180266377,-0.32173325,-0.067433116,-0.240800804,-0.126819331,-0.163394734,0.012199823,-0.166247123,-0.052386859,0.027112898,0.316856449,0.022945222,-0.165601072,-0.095347552,-0.039166851,-0.045004662,0.043586552,-0.03000127,-0.064427183,-0.172705447,-0.166707892,0.011102922,0.135897305,0.158024468,-0.162936277,-0.044652337,0.047992954,0.30365647,-0.080091111,-0.085440813,-0.206926723,0.081464131,0.051576571,-0.027223487,0.045906461,0.142321523,-0.077624093,0.106702402,-0.067595101,-0.04356275,-0.159131852,-0.251756994,-0.151984959,-0.036288343,-0.050444963,0.128655443,1,0.302046832,0.107460708,0.730352714,0.013131614,-0.087014185,-0.108722775,-0.223292497,-0.137395701,-0.056759134,0.142832737,-0.099759435,-0.217901011,-0.003477909,-0.12259469,0.133626901,-0.067368224,0.184222226,-0.020879054,-0.261743083,-0.205081637,-0.169370219,-0.247491785,-0.170683001,-0.187387777,0.000856064,-0.066521213,0.096820016,0.006390452,-0.005883957,-0.045623097,-0.023943222,-0.183391517,0.143227311,-0.00372488,0.533376347,-0.12322336,-0.090259319,0.016682727,-0.128265037,-0.046348843,0.012152917,0.177386231,-0.015010445,-0.025264995,-0.154990699,-0.211408617,0.003567991,0.171983294,0.02599869,0.192829065,0.142172489,0.018396987,-0.22319459,-0.191055445,0.250946277,-0.045983968,-0.127916339,0.084251724,-0.147209544,0.11285966,0.391060329,0.240300288,0.024926088,-0.044561892,-0.137301569,0.196933944,0.008527822,-0.108879724,-0.107270734,0.122217567,-0.002324995,0.028780786,-0.051320182,0.039094733,-0.021333649,0.010161759,-0.156173563,-0.191177749,-0.060833954,0.190078389,0.074319852,-0.101663932,-0.127191279,-0.27348531,0.000977312,-0.131680327,0.202295983,0.391948265,-0.141294736,0.021993621
¼ÌÄ¸-¼Ì×Ó,-0.234409313,-0.253615131,-0.21764823,-0.201462182,-0.237717543,-0.243562129,-0.119517133,-0.150042091,-0.148462826,-0.0851421,-0.342851704,0.029332493,-0.183972584,-0.01349426,-0.084020074,-0.231574136,-0.015569475,0.135880486,-0.02582303,0.017892822,-0.126444606,0.035099275,0.03919845,0.130378237,0.275531764,0.059860123,0.051485362,0.005571845,0.034226829,-0.006501613,-0.064106705,-0.064060844,0.018000397,0.138593227,0.102820004,0.001136539,0.132288409,-0.122541909,-0.161076639,-0.068335778,-0.265055749,-0.069048379,-0.274727674,-0.257649935,0.090990311,0.2756881,-0.078046454,0.015874889,-0.264000398,-0.07065784,0.509385159,0.209055988,0.302046832,1,0.168849162,0.348073614,-0.162147095,0.10213523,0.16256745,0.396887825,0.118543533,0.175458142,-0.131577448,0.030524464,-0.048050245,0.11951462,-0.203352829,-0.265980495,-0.215157126,-0.221748153,0.123233571,0.044569868,-0.273512782,0.135492028,-0.252725098,0.134803093,0.014466291,-0.192301498,-0.33899294,-0.106932251,0.205796313,-0.055474275,0.10526608,0.127248309,0.040129417,-0.014684467,-0.083702709,-0.031032306,0.048851648,0.172944746,0.417408872,-0.009348257,0.068903298,-0.012428516,0.24656139,-0.341449254,-0.272908679,0.038414869,-0.239410327,-0.02147466,-0.006232397,-0.108285913,0.402253561,-0.297731273,-0.094224033,0.246133249,0.148001514,0.009901867,0.251101574,0.428100794,0.140632533,0.144405503,-0.124285937,-0.096284036,-0.128458483,-0.237472093,0.197616561,0.114330177,-0.166238759,-0.061975368,0.074934521,-0.083205976,-0.013303896,0.108913517,0.137866968,-0.25821346,0.026338009,-0.151945701,-0.075892234,0.036172713,0.107134713,0.072596547,-0.116873079,-0.198159731,-0.028712055,-0.131554072,-0.093825064,-0.278189865,-0.103154829,0.17849583,-0.11075183,0.14305228,-0.15824867
¼ÌÍâ×æ¸¸-¼ÌÍâËïÅ®,-0.35842484,-0.132849987,-0.293898414,-0.186614025,0.025813773,-0.151001562,0.177042843,0.035049389,-0.177180046,-0.187717006,0.104462403,0.131473727,0.084472429,-0.000775162,0.155299248,-0.011302769,0.25518525,0.089024511,0.007639224,0.278873353,9.10E-05,-0.347642807,-0.186373571,0.084298311,0.311239703,-0.163582696,-0.23028338,-0.111901957,0.114187211,0.009595518,-0.245120454,0.155118043,0.24085573,0.044923749,0.090650024,0.245572459,0.02263756,-0.125338237,0.0872448,0.123165662,-0.067200658,0.004102742,-0.288413242,0.02258022,0.196510311,0.156538351,-0.082658954,0.136068118,-0.165434715,0.026518503,0.319984743,0.069343907,0.107460708,0.168849162,1,0.127360336,0.464225359,0.161443343,-0.199629456,0.023839669,-0.07940866,0.099366213,0.048605231,-0.081983583,0.217557809,-0.144629383,-0.234060958,-0.16779271,0.019447214,-0.173936556,0.158029397,-0.051884142,-0.17234935,0.001413464,-0.066729135,0.216625392,0.005380957,-0.288096857,-0.20452587,0.031803304,0.059696156,0.229174709,0.250838047,-0.042043473,0.206084155,-0.168126028,0.230968846,-0.026051847,-0.136067193,-0.011260254,0.25538976,-0.208279106,-0.000318904,0.088733741,-0.013849182,0.054628019,-0.232572391,-0.196552723,-0.296813619,-0.130843205,0.33189847,0.202848002,0.218731401,0.107206124,-0.016013474,-0.103280131,0.059698497,-0.054793601,0.282339899,0.089906333,0.217451934,-0.027258253,-0.126408673,-0.032709143,0.213034157,-0.075487582,0.140494126,0.010266528,-0.163485522,0.178798483,0.003990476,-0.032266301,-0.096576528,0.155710682,0.050412052,-0.279524799,-0.006463666,0.102455198,0.082617836,-0.14684145,-0.07630566,0.145695268,-0.050653321,-0.238599932,-0.186070961,-0.37536282,-0.388317413,-0.164839705,0.258942915,-0.137245796,0.021168934,0.063335282,-0.13209764
¼ÌÍâ×æ¸¸-¼ÌÍâËï×Ó,0.10596219,-0.086029037,0.090871058,-0.051508941,0.060280703,0.175711451,-0.251323612,-0.369023387,-0.053340852,-0.179287167,-0.308042952,-0.246235587,-0.031202535,-0.081756848,-0.066914496,-0.099028736,0.257482716,0.183564829,-0.140647547,-0.095849512,0.010491753,-0.040648681,0.008579897,-0.034504647,-0.049063653,-0.056237819,-0.130949225,-0.038452645,0.061295568,0.024927975,-0.133440473,-0.095863302,-0.086297954,0.199716434,-0.220990799,-0.185144035,-0.15492892,0.189531671,-0.018425259,0.021296857,-0.009804821,0.102786498,-0.108141186,-0.032001025,-0.099498676,0.017626665,-0.268552553,-0.137898759,-0.201083114,0.018006355,-0.028048348,0.172654451,0.730352714,0.348073614,0.127360336,1,-0.061950342,-0.09276514,-0.053703614,-0.146178465,-0.130209504,-0.128474939,0.113498285,-0.049351189,-0.233344625,-0.014895502,-0.098177787,0.070788459,-0.027157272,0.122457897,0.087121761,-0.177736295,-0.104346446,-0.055245231,-0.197964008,-0.068675628,-0.099518805,0.065541688,-0.193744027,-0.07702938,-0.086942108,-0.054239215,-0.105222521,-0.053635398,-0.144368732,0.086198124,-0.0545809,0.433190307,-0.047874812,-0.115163897,0.07008872,-0.124062897,0.066153116,0.12415012,0.208359211,-0.020717839,-0.107134783,-0.067668253,-0.158300285,0.02658383,0.161795518,0.1281812,0.300157818,0.008382037,-0.014669835,-0.043622529,-0.148566594,0.208849862,-0.087486911,-0.016500723,0.016999297,-0.072640646,0.174207101,0.337970015,0.177199449,0.012118867,0.015142652,-0.071954681,0.194957988,0.051845132,-0.031362977,-0.071247419,0.152076215,-0.008835137,0.017743095,-0.136088038,-0.037329087,0.07184486,0.099205124,-0.092120504,-0.21902559,-0.168821142,0.129441999,0.000515296,-0.078980643,0.005403421,-0.079101385,-0.051572275,-0.162405544,0.269780279,0.278791541,-0.021264992,0.008988449
